"v^n-2_i,j","v^n-2_i-1,j","v^n-2_i+1,j","v^n-2_i,j-1","v^n-2_i,j+1","v^n-1_i,j","v^n-1_i-1,j","v^n-1_i+1,j","v^n-1_i,j-1","v^n-1_i,j+1","v^n_i,j","v^n_i-1,j","v^n_i+1,j","v^n_i,j-1","v^n_i,j+1","v^n+1_i,j","v^n+1_i-1,j","v^n+1_i+1,j","v^n+1_i,j-1","v^n+1_i,j+1"
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.20721e-55,2.90353e-54,5.01872e-57,1.04333e-55,1.34538e-55,3.09948e-52,7.25231e-51,1.32357e-53,2.67975e-52,3.45233e-52,5.74803e-50,1.33996e-48,2.46319e-51,4.96618e-50,6.39696e-50
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.34538e-55,3.23806e-54,5.58977e-57,1.20721e-55,1.45351e-55,3.45233e-52,8.08417e-51,1.47324e-53,3.09948e-52,3.72678e-52,6.39696e-50,1.49268e-48,2.73893e-51,5.74803e-50,6.87546e-50
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.45351e-55,3.50029e-54,6.03604e-57,1.34538e-55,1.52795e-55,3.72678e-52,8.73238e-51,1.58946e-53,3.45233e-52,3.91067e-52,6.87546e-50,1.60562e-48,2.94170e-51,6.39696e-50,7.11051e-50
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.52795e-55,3.68103e-54,6.34295e-57,1.45351e-55,1.55635e-55,3.91067e-52,9.16716e-51,1.66727e-53,3.72678e-52,3.97440e-52,7.11051e-50,1.66146e-48,3.04072e-51,6.87546e-50,7.11960e-50
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.32591e-57,-1.52424e-55,-2.62554e-58,-6.44003e-57,-6.02478e-57,-1.66670e-53,-3.90945e-52,-7.10139e-55,-1.69362e-53,-1.58903e-53,-3.04005e-51,-7.10908e-50,-1.29906e-52,-3.04331e-51,-2.94118e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.02478e-57,-1.45106e-55,-2.50154e-58,-6.32591e-57,-5.58410e-57,-1.58903e-53,-3.72585e-52,-6.77273e-55,-1.66670e-53,-1.47298e-53,-2.94118e-51,-6.87435e-50,-1.25738e-52,-3.04005e-51,-2.73861e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-5.58410e-57,-1.34414e-55,-2.31979e-58,-6.02478e-57,-5.01814e-57,-1.47298e-53,-3.45178e-52,-6.28130e-55,-1.58903e-53,-1.32349e-53,-2.73861e-51,-6.39627e-50,-1.17153e-52,-2.94118e-51,-2.46309e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-5.01814e-57,-1.20708e-55,-2.08597e-58,-5.58410e-57,-4.34411e-57,-1.32349e-53,-3.09932e-52,-5.64733e-55,-1.47298e-53,-1.14529e-53,-2.46309e-51,-5.74781e-50,-1.05448e-52,-2.73861e-51,-2.13023e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.34411e-57,-1.04418e-55,-1.80699e-58,-5.01814e-57,-3.58074e-57,-1.14529e-53,-2.67997e-52,-4.89021e-55,-1.32349e-53,-9.43468e-54,-2.13023e-51,-4.96643e-50,-9.12737e-53,-2.46309e-51,-1.75280e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.58074e-57,-8.60050e-56,-1.49045e-58,-4.34411e-57,-2.74714e-57,-9.43468e-54,-2.20606e-52,-4.03116e-55,-1.14529e-53,-7.23201e-54,-1.75280e-51,-4.08270e-50,-7.51637e-53,-2.13023e-51,-1.34187e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.74714e-57,-6.59373e-56,-1.14419e-58,-3.58074e-57,-1.86196e-57,-7.23201e-54,-1.68987e-52,-3.09190e-55,-9.43468e-54,-4.89485e-54,-1.34187e-51,-3.12293e-50,-5.75847e-53,-1.75280e-51,-9.07196e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.86196e-57,-4.46636e-56,-7.75961e-59,-2.74714e-57,-9.43020e-58,-4.89485e-54,-1.14313e-52,-2.09372e-55,-7.23201e-54,-2.47032e-54,-9.07196e-52,-2.10991e-50,-3.89545e-53,-1.34187e-51,-4.57431e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-9.43020e-58,-2.26053e-56,-3.93259e-59,-1.86196e-57,-7.23740e-60,-2.47032e-54,-5.76683e-53,-1.05703e-55,-4.89485e-54,-2.82301e-57,-4.57431e-52,-1.06338e-50,-1.96499e-53,-9.07196e-52,-3.44589e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-7.23740e-60,-1.57953e-58,-3.30944e-61,-9.43020e-58,9.28976e-58,-2.82301e-57,-6.01372e-56,-1.32095e-58,-2.47032e-54,2.46487e-54,-3.44589e-55,-7.31194e-54,-1.62264e-56,-4.57431e-52,4.56766e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.28976e-58,2.22989e-56,3.86837e-59,-7.23740e-60,1.84921e-57,2.46487e-54,5.75523e-53,1.05448e-55,-2.82301e-57,4.88999e-54,4.56766e-52,1.06197e-50,1.96186e-53,-3.44589e-55,9.06605e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.84921e-57,4.43853e-56,7.70128e-59,9.28976e-58,2.73652e-57,4.88999e-54,1.14209e-52,2.09145e-55,2.46487e-54,7.22812e-54,9.06605e-52,2.10865e-50,3.89267e-53,4.56766e-52,1.34140e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.73652e-57,6.57058e-56,1.13934e-58,1.84921e-57,3.57309e-57,7.22812e-54,1.68904e-52,3.09008e-55,4.88999e-54,9.43207e-54,1.34140e-51,3.12193e-50,5.75626e-53,9.06605e-52,1.75249e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.57309e-57,8.58382e-56,1.48695e-58,2.73652e-57,4.34022e-57,9.43207e-54,2.20550e-52,4.02995e-55,7.22812e-54,1.14518e-53,1.75249e-51,4.08204e-50,7.51493e-53,1.34140e-51,2.13012e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.34022e-57,1.04333e-55,1.80521e-58,3.57309e-57,5.01872e-57,1.14518e-53,2.67975e-52,4.88974e-55,9.43207e-54,1.32357e-53,2.13012e-51,4.96618e-50,9.12685e-53,1.75249e-51,2.46319e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.01872e-57,1.20721e-55,2.08623e-58,4.34022e-57,5.58977e-57,1.32357e-53,3.09948e-52,5.64768e-55,1.14518e-53,1.47324e-53,2.46319e-51,5.74803e-50,1.05453e-52,2.13012e-51,2.73893e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.58977e-57,1.34538e-55,2.32238e-58,5.01872e-57,6.03604e-57,1.47324e-53,3.45233e-52,6.28252e-55,1.32357e-53,1.58946e-53,2.73893e-51,6.39696e-50,1.17169e-52,2.46319e-51,2.94170e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.03604e-57,1.45351e-55,2.50669e-58,5.58977e-57,6.34295e-57,1.58946e-53,3.72678e-52,6.77476e-55,1.47324e-53,1.66727e-53,2.94170e-51,6.87546e-50,1.25763e-52,2.73893e-51,3.04072e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.34295e-57,1.52795e-55,2.63334e-58,6.03604e-57,6.45997e-57,1.66727e-53,3.91067e-52,7.10406e-55,1.58946e-53,1.69425e-53,3.04072e-51,7.11051e-50,1.29937e-52,2.94170e-51,3.04403e-51
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.62554e-58,-6.32591e-57,-1.08976e-59,-2.67248e-58,-2.50154e-58,-7.10139e-55,-1.66670e-53,-3.02403e-56,-7.21538e-55,-6.77273e-55,-1.29906e-52,-3.04005e-51,-5.54716e-54,-1.30023e-52,-1.25738e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.50154e-58,-6.02478e-57,-1.03867e-59,-2.62554e-58,-2.31979e-58,-6.77273e-55,-1.58903e-53,-2.88493e-56,-7.10139e-55,-6.28130e-55,-1.25738e-52,-2.94118e-51,-5.37141e-54,-1.29906e-52,-1.17153e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.31979e-58,-5.58410e-57,-9.63671e-60,-2.50154e-58,-2.08597e-58,-6.28130e-55,-1.47298e-53,-2.67681e-56,-6.77273e-55,-5.64733e-55,-1.17153e-52,-2.73861e-51,-5.00754e-54,-1.25738e-52,-1.05448e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.08597e-58,-5.01814e-57,-8.67029e-60,-2.31979e-58,-1.80699e-58,-5.64733e-55,-1.32349e-53,-2.40796e-56,-6.28130e-55,-4.89021e-55,-1.05448e-52,-2.46309e-51,-4.51029e-54,-1.17153e-52,-9.12737e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.80699e-58,-4.34411e-57,-7.51530e-60,-2.08597e-58,-1.49045e-58,-4.89021e-55,-1.14529e-53,-2.08638e-56,-5.64733e-55,-4.03116e-55,-9.12737e-53,-2.13023e-51,-3.90690e-54,-1.05448e-52,-7.51637e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.49045e-58,-3.58074e-57,-6.20260e-60,-1.80699e-58,-1.14419e-58,-4.03116e-55,-9.43468e-54,-1.72089e-56,-4.89021e-55,-3.09190e-55,-7.51637e-53,-1.75280e-51,-3.21968e-54,-9.12737e-53,-5.75847e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.14419e-58,-2.74714e-57,-4.76436e-60,-1.49045e-58,-7.75961e-59,-3.09190e-55,-7.23201e-54,-1.32063e-56,-4.03116e-55,-2.09372e-55,-5.75847e-53,-1.34187e-51,-2.46829e-54,-7.51637e-53,-3.89545e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-7.75961e-59,-1.86196e-57,-3.23281e-60,-1.14419e-58,-3.93259e-59,-2.09372e-55,-4.89485e-54,-8.94676e-57,-3.09190e-55,-1.05703e-55,-3.89545e-53,-9.07196e-52,-1.67062e-54,-5.75847e-53,-1.96499e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.93259e-59,-9.43020e-58,-1.63950e-60,-7.75961e-59,-3.30944e-61,-1.05703e-55,-2.47032e-54,-4.51832e-57,-2.09372e-55,-1.32095e-58,-1.96499e-53,-4.57431e-52,-8.43028e-55,-3.89545e-53,-1.62264e-56
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.30944e-61,-7.23740e-60,-1.51320e-62,-3.93259e-59,3.86837e-59,-1.32095e-58,-2.82301e-57,-6.16130e-60,-1.05703e-55,1.05448e-55,-1.62264e-56,-3.44589e-55,-7.62844e-58,-1.96499e-53,1.96186e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.86837e-59,9.28976e-58,1.61014e-60,-3.30944e-61,7.70128e-59,1.05448e-55,2.46487e-54,4.50643e-57,-1.32095e-58,2.09145e-55,1.96186e-53,4.56766e-52,8.41558e-55,-1.62264e-56,3.89267e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.70128e-59,1.84921e-57,3.20614e-60,3.86837e-59,1.13934e-58,2.09145e-55,4.88999e-54,8.93617e-57,1.05448e-55,3.09008e-55,3.89267e-53,9.06605e-52,1.66931e-54,1.96186e-53,5.75626e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.13934e-58,2.73652e-57,4.74215e-60,7.70128e-59,1.48695e-58,3.09008e-55,7.22812e-54,1.31978e-56,2.09145e-55,4.02995e-55,5.75626e-53,1.34140e-51,2.46726e-54,3.89267e-53,7.51493e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.48695e-58,3.57309e-57,6.18657e-60,1.13934e-58,1.80521e-58,4.02995e-55,9.43207e-54,1.72033e-56,3.09008e-55,4.88974e-55,7.51493e-53,1.75249e-51,3.21900e-54,5.75626e-53,9.12685e-53
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.80521e-58,4.34022e-57,7.50710e-60,1.48695e-58,2.08623e-58,4.88974e-55,1.14518e-53,2.08616e-56,4.02995e-55,5.64768e-55,9.12685e-53,2.13012e-51,3.90666e-54,7.51493e-53,1.05453e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.08623e-58,5.01872e-57,8.67144e-60,1.80521e-58,2.32238e-58,5.64768e-55,1.32357e-53,2.40812e-56,4.88974e-55,6.28252e-55,1.05453e-52,2.46319e-51,4.51052e-54,9.12685e-53,1.17169e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.32238e-58,5.58977e-57,9.64852e-60,2.08623e-58,2.50669e-58,6.28252e-55,1.47324e-53,2.67738e-56,5.64768e-55,6.77476e-55,1.17169e-52,2.73893e-51,5.00826e-54,1.05453e-52,1.25763e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.50669e-58,6.03604e-57,1.04102e-59,2.32238e-58,2.63334e-58,6.77476e-55,1.58946e-53,2.88588e-56,6.28252e-55,7.10406e-55,1.25763e-52,2.94170e-51,5.37256e-54,1.17169e-52,1.29937e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.63334e-58,6.34295e-57,1.09333e-59,2.50669e-58,2.68161e-58,7.10406e-55,1.66727e-53,3.02527e-56,6.77476e-55,7.21830e-55,1.29937e-52,3.04072e-51,5.54863e-54,1.25763e-52,1.30057e-52
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.08976e-59,-2.62554e-58,-4.52323e-61,-1.10907e-59,-1.03867e-59,-3.02403e-56,-7.10139e-55,-1.28705e-57,-3.07231e-56,-2.88493e-56,-5.54716e-54,-1.29906e-52,-2.36713e-55,-5.55133e-54,-5.37141e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.03867e-59,-2.50154e-58,-4.31268e-61,-1.08976e-59,-9.63671e-60,-2.88493e-56,-6.77273e-55,-1.22817e-57,-3.02403e-56,-2.67681e-56,-5.37141e-54,-1.25738e-52,-2.29297e-55,-5.54716e-54,-5.00754e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-9.63671e-60,-2.31979e-58,-4.00306e-61,-1.03867e-59,-8.67029e-60,-2.67681e-56,-6.28130e-55,-1.14002e-57,-2.88493e-56,-2.40796e-56,-5.00754e-54,-1.17153e-52,-2.13873e-55,-5.37141e-54,-4.51029e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-8.67029e-60,-2.08597e-58,-3.60348e-61,-9.63671e-60,-7.51530e-60,-2.40796e-56,-5.64733e-55,-1.02602e-57,-2.67681e-56,-2.08638e-56,-4.51029e-54,-1.05448e-52,-1.92753e-55,-5.00754e-54,-3.90690e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-7.51530e-60,-1.80699e-58,-3.12519e-61,-8.67029e-60,-6.20260e-60,-2.08638e-56,-4.89021e-55,-8.89470e-58,-2.40796e-56,-1.72089e-56,-3.90690e-54,-9.12737e-53,-1.67076e-55,-4.51029e-54,-3.21968e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.20260e-60,-1.49045e-58,-2.58076e-61,-7.51530e-60,-4.76436e-60,-1.72089e-56,-4.03116e-55,-7.34042e-58,-2.08638e-56,-1.32063e-56,-3.21968e-54,-7.51637e-53,-1.37777e-55,-3.90690e-54,-2.46829e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.76436e-60,-1.14419e-58,-1.98340e-61,-6.20260e-60,-3.23281e-60,-1.32063e-56,-3.09190e-55,-5.63583e-58,-1.72089e-56,-8.94676e-57,-2.46829e-54,-5.75847e-53,-1.05686e-55,-3.21968e-54,-1.67062e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.23281e-60,-7.75961e-59,-1.34652e-61,-4.76436e-60,-1.63950e-60,-8.94676e-57,-2.09372e-55,-3.81955e-58,-1.32063e-56,-4.51832e-57,-1.67062e-54,-3.89545e-53,-7.15651e-56,-2.46829e-54,-8.43028e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.63950e-60,-3.93259e-59,-6.83357e-62,-3.23281e-60,-1.51320e-62,-4.51832e-57,-1.05703e-55,-1.92954e-58,-8.94676e-57,-6.16130e-60,-8.43028e-55,-1.96499e-53,-3.61254e-56,-1.67062e-54,-7.62844e-58
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.51320e-62,-3.30944e-61,-6.92964e-64,-1.63950e-60,1.61014e-60,-6.16130e-60,-1.32095e-58,-2.86552e-61,-4.51832e-57,4.50643e-57,-7.62844e-58,-1.62264e-56,-3.57833e-59,-8.43028e-55,8.41558e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.61014e-60,3.86837e-59,6.69909e-62,-1.51320e-62,3.20614e-60,4.50643e-57,1.05448e-55,1.92401e-58,-6.16130e-60,8.93617e-57,8.41558e-55,1.96186e-53,3.60565e-56,-7.62844e-58,1.66931e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.20614e-60,7.70128e-59,1.33430e-61,1.61014e-60,4.74215e-60,8.93617e-57,2.09145e-55,3.81462e-58,4.50643e-57,1.31978e-56,1.66931e-54,3.89267e-53,7.15040e-56,8.41558e-55,2.46726e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.74215e-60,1.13934e-58,1.97323e-61,3.20614e-60,6.18657e-60,1.31978e-56,3.09008e-55,5.63189e-58,8.93617e-57,1.72033e-56,2.46726e-54,5.75626e-53,1.05637e-55,1.66931e-54,3.21900e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.18657e-60,1.48695e-58,2.57341e-61,4.74215e-60,7.50710e-60,1.72033e-56,4.02995e-55,7.33781e-58,1.31978e-56,2.08616e-56,3.21900e-54,7.51493e-53,1.37745e-55,2.46726e-54,3.90666e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.50710e-60,1.80521e-58,3.12143e-61,6.18657e-60,8.67144e-60,2.08616e-56,4.88974e-55,8.89369e-58,1.72033e-56,2.40812e-56,3.90666e-54,9.12685e-53,1.67065e-55,3.21900e-54,4.51052e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.67144e-60,2.08623e-58,3.60399e-61,7.50710e-60,9.64852e-60,2.40812e-56,5.64768e-55,1.02610e-57,2.08616e-56,2.67738e-56,4.51052e-54,1.05453e-52,1.92764e-55,3.90666e-54,5.00826e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.64852e-60,2.32238e-58,4.00845e-61,8.67144e-60,1.04102e-59,2.67738e-56,6.28252e-55,1.14029e-57,2.40812e-56,2.88588e-56,5.00826e-54,1.17169e-52,2.13907e-55,4.51052e-54,5.37256e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.04102e-59,2.50669e-58,4.32345e-61,9.64852e-60,1.09333e-59,2.88588e-56,6.77476e-55,1.22861e-57,2.67738e-56,3.02527e-56,5.37256e-54,1.25763e-52,2.29351e-55,5.00826e-54,5.54863e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.09333e-59,2.63334e-58,4.53961e-61,1.04102e-59,1.11326e-59,3.02527e-56,7.10406e-55,1.28762e-57,2.88588e-56,3.07367e-56,5.54863e-54,1.29937e-52,2.36782e-55,5.37256e-54,5.55291e-54
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.52323e-61,-1.08976e-59,-1.87746e-62,-4.60277e-61,-4.31268e-61,-1.28705e-57,-3.02403e-56,-5.47491e-59,-1.30750e-57,-1.22817e-57,-2.36713e-55,-5.54716e-54,-1.00948e-56,-2.36859e-55,-2.29297e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.31268e-61,-1.03867e-59,-1.79064e-62,-4.52323e-61,-4.00306e-61,-1.22817e-57,-2.88493e-56,-5.22565e-59,-1.28705e-57,-1.14002e-57,-2.29297e-55,-5.37141e-54,-9.78167e-57,-2.36713e-55,-2.13873e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.00306e-61,-9.63671e-60,-1.66278e-62,-4.31268e-61,-3.60348e-61,-1.14002e-57,-2.67681e-56,-4.85233e-59,-1.22817e-57,-1.02602e-57,-2.13873e-55,-5.00754e-54,-9.12788e-57,-2.29297e-55,-1.92753e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.60348e-61,-8.67029e-60,-1.49753e-62,-4.00306e-61,-3.12519e-61,-1.02602e-57,-2.40796e-56,-4.36900e-59,-1.14002e-57,-8.89470e-58,-1.92753e-55,-4.51029e-54,-8.23096e-57,-2.13873e-55,-1.67076e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.12519e-61,-7.51530e-60,-1.29943e-62,-3.60348e-61,-2.58076e-61,-8.89470e-58,-2.08638e-56,-3.78933e-59,-1.02602e-57,-7.34042e-58,-1.67076e-55,-3.90690e-54,-7.13869e-57,-1.92753e-55,-1.37777e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.58076e-61,-6.20260e-60,-1.07361e-62,-3.12519e-61,-1.98340e-61,-7.34042e-58,-1.72089e-56,-3.12864e-59,-8.89470e-58,-5.63583e-58,-1.37777e-55,-3.21968e-54,-5.89021e-57,-1.67076e-55,-1.05686e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.98340e-61,-4.76436e-60,-8.25526e-63,-2.58076e-61,-1.34652e-61,-5.63583e-58,-1.32063e-56,-2.40313e-59,-7.34042e-58,-3.81955e-58,-1.05686e-55,-2.46829e-54,-4.52060e-57,-1.37777e-55,-7.15651e-56
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.34652e-61,-3.23281e-60,-5.60729e-63,-1.98340e-61,-6.83357e-62,-3.81955e-58,-8.94676e-57,-1.62924e-59,-5.63583e-58,-1.92954e-58,-7.15651e-56,-1.67062e-54,-3.06243e-57,-1.05686e-55,-3.61254e-56
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.83357e-62,-1.63950e-60,-2.84779e-63,-1.34652e-61,-6.92964e-64,-1.92954e-58,-4.51832e-57,-8.23280e-60,-3.81955e-58,-2.86552e-61,-3.61254e-56,-8.43028e-55,-1.54636e-57,-7.15651e-56,-3.57833e-59
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.92964e-64,-1.51320e-62,-3.18186e-65,-6.83357e-62,6.69909e-62,-2.86552e-61,-6.16130e-60,-1.32953e-62,-1.92954e-58,1.92401e-58,-3.57833e-59,-7.62844e-58,-1.67420e-60,-3.61254e-56,3.60565e-56
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.69909e-62,1.61014e-60,2.78604e-63,-6.92964e-64,1.33430e-61,1.92401e-58,4.50643e-57,8.20716e-60,-2.86552e-61,3.81462e-58,3.60565e-56,8.41558e-55,1.54313e-57,-3.57833e-59,7.15040e-56
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.33430e-61,3.20614e-60,5.55119e-63,6.69909e-62,1.97323e-61,3.81462e-58,8.93617e-57,1.62696e-59,1.92401e-58,5.63189e-58,7.15040e-56,1.66931e-54,3.05957e-57,3.60565e-56,1.05637e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.97323e-61,4.74215e-60,8.20853e-63,1.33430e-61,2.57341e-61,5.63189e-58,1.31978e-56,2.40131e-59,3.81462e-58,7.33781e-58,1.05637e-55,2.46726e-54,4.51834e-57,7.15040e-56,1.37745e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.57341e-61,6.18657e-60,1.07024e-62,1.97323e-61,3.12143e-61,7.33781e-58,1.72033e-56,3.12744e-59,5.63189e-58,8.89369e-58,1.37745e-55,3.21900e-54,5.88874e-57,1.05637e-55,1.67065e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.12143e-61,7.50710e-60,1.29769e-62,2.57341e-61,3.60399e-61,8.89369e-58,2.08616e-56,3.78886e-59,7.33781e-58,1.02610e-57,1.67065e-55,3.90666e-54,7.13817e-57,1.37745e-55,1.92764e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.60399e-61,8.67144e-60,1.49775e-62,3.12143e-61,4.00845e-61,1.02610e-57,2.40812e-56,4.36937e-59,8.89369e-58,1.14029e-57,1.92764e-55,4.51052e-54,8.23148e-57,1.67065e-55,2.13907e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.00845e-61,9.64852e-60,1.66525e-62,3.60399e-61,4.32345e-61,1.14029e-57,2.67738e-56,4.85356e-59,1.02610e-57,1.22861e-57,2.13907e-55,5.00826e-54,9.12946e-57,1.92764e-55,2.29351e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.32345e-61,1.04102e-59,1.79559e-62,4.00845e-61,4.53961e-61,1.22861e-57,2.88588e-56,5.22768e-59,1.14029e-57,1.28762e-57,2.29351e-55,5.37256e-54,9.78420e-57,2.13907e-55,2.36782e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.53961e-61,1.09333e-59,1.88498e-62,4.32345e-61,4.62195e-61,1.28762e-57,3.02527e-56,5.47758e-59,1.22861e-57,1.30813e-57,2.36782e-55,5.54863e-54,1.00980e-56,2.29351e-55,2.36933e-55
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.87746e-62,-4.52323e-61,-7.79262e-64,-1.91021e-62,-1.79064e-62,-5.47491e-59,-1.28705e-57,-2.32777e-60,-5.56155e-59,-5.22565e-59,-1.00948e-56,-2.36713e-55,-4.30232e-58,-1.00998e-56,-9.78167e-57
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.79064e-62,-4.31268e-61,-7.43461e-64,-1.87746e-62,-1.66278e-62,-5.22565e-59,-1.22817e-57,-2.22225e-60,-5.47491e-59,-4.85233e-59,-9.78167e-57,-2.29297e-55,-4.17010e-58,-1.00948e-56,-9.12788e-57
