"v^n-2_i,j","v^n-2_i-1,j","v^n-2_i+1,j","v^n-2_i,j-1","v^n-2_i,j+1","v^n-1_i,j","v^n-1_i-1,j","v^n-1_i+1,j","v^n-1_i,j-1","v^n-1_i,j+1","v^n_i,j","v^n_i-1,j","v^n_i+1,j","v^n_i,j-1","v^n_i,j+1","v^n+1_i,j","v^n+1_i-1,j","v^n+1_i+1,j","v^n+1_i,j-1","v^n+1_i,j+1"
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.46563e-64,-1.07361e-62,-1.85718e-65,-5.40226e-64,-3.43537e-64,-1.33254e-60,-3.12864e-59,-5.67163e-62,-1.61325e-60,-1.02392e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.43537e-64,-8.25526e-63,-1.42938e-65,-4.46563e-64,-2.33461e-64,-1.02392e-60,-2.40313e-59,-4.35957e-62,-1.33254e-60,-6.94401e-61
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.33461e-64,-5.60729e-63,-9.71874e-66,-3.43537e-64,-1.18663e-64,-6.94401e-61,-1.62924e-59,-2.95741e-62,-1.02392e-60,-3.50983e-61
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.18663e-64,-2.84779e-63,-4.94411e-66,-2.33461e-64,-1.46562e-66,-3.50983e-61,-8.23280e-60,-1.49518e-62,-6.94401e-61,-6.15782e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.46562e-66,-3.18186e-65,-6.77165e-68,-1.18663e-64,1.15819e-64,-6.15782e-64,-1.32953e-62,-2.84890e-65,-3.50983e-61,3.49795e-61
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.15819e-64,2.78604e-63,4.81272e-66,-1.46562e-66,2.30878e-64,3.49795e-61,8.20716e-60,1.48968e-62,-6.15782e-64,6.93344e-61
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.30878e-64,5.55119e-63,9.59944e-66,1.15819e-64,3.41386e-64,6.93344e-61,1.62696e-59,2.95252e-62,3.49795e-61,1.02308e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.41386e-64,8.20853e-63,1.41945e-65,2.30878e-64,4.45009e-64,1.02308e-60,2.40131e-59,4.35566e-62,6.93344e-61,1.33198e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.45009e-64,1.07024e-62,1.85002e-65,3.41386e-64,5.39428e-64,1.33198e-60,3.12744e-59,5.66904e-62,1.02308e-60,1.61304e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.39428e-64,1.29769e-62,2.24201e-65,4.45009e-64,6.22390e-64,1.61304e-60,3.78886e-59,6.86289e-62,1.33198e-60,1.85943e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.22390e-64,1.49775e-62,2.58612e-65,5.39428e-64,6.91783e-64,1.85943e-60,4.36937e-59,7.90837e-62,1.61304e-60,2.06472e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.91783e-64,1.66525e-62,2.87371e-65,6.22390e-64,7.45737e-64,2.06472e-60,4.85356e-59,8.77859e-62,1.85943e-60,2.22319e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.45737e-64,1.79559e-62,3.09717e-65,6.91783e-64,7.82725e-64,2.22319e-60,5.22768e-59,9.44984e-62,2.06472e-60,2.32901e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.82725e-64,1.88498e-62,3.25031e-65,7.45737e-64,7.96812e-64,2.32901e-60,5.47758e-59,9.89794e-62,2.22319e-60,2.36584e-60
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.23433e-65,-7.79262e-64,-1.34235e-66,-3.28990e-65,-3.08666e-65,-9.89222e-62,-2.32777e-60,-4.20188e-63,-1.00478e-61,-9.44549e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.08666e-65,-7.43461e-64,-1.28144e-66,-3.23433e-65,-2.86845e-65,-9.44549e-62,-2.22225e-60,-4.01276e-63,-9.89222e-62,-8.77596e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.86845e-65,-6.90645e-64,-1.19127e-66,-3.08666e-65,-2.58562e-65,-8.77596e-62,-2.06415e-60,-3.72926e-63,-9.44549e-62,-7.90757e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.58562e-65,-6.22284e-64,-1.07424e-66,-2.86845e-65,-2.24568e-65,-7.90757e-62,-1.85926e-60,-3.36128e-63,-8.77596e-62,-6.86387e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.24568e-65,-5.40226e-64,-9.33405e-67,-2.58562e-65,-1.85718e-65,-6.86387e-62,-1.61325e-60,-2.91861e-63,-7.90757e-62,-5.67163e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.85718e-65,-4.46563e-64,-7.72270e-67,-2.24568e-65,-1.42938e-65,-5.67163e-62,-1.33254e-60,-2.41246e-63,-6.86387e-62,-4.35957e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.42938e-65,-3.43537e-64,-5.94648e-67,-1.85718e-65,-9.71874e-66,-4.35957e-62,-1.02392e-60,-1.85493e-63,-5.67163e-62,-2.95741e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-9.71874e-66,-2.33461e-64,-4.04528e-67,-1.42938e-65,-4.94411e-66,-2.95741e-62,-6.94401e-61,-1.25866e-63,-4.35957e-62,-1.49518e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.94411e-66,-1.18663e-64,-2.05987e-67,-9.71874e-66,-6.77165e-68,-1.49518e-62,-3.50983e-61,-6.36490e-64,-2.95741e-62,-2.84890e-65
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.77165e-68,-1.46562e-66,-3.13648e-69,-4.94411e-66,4.81272e-66,-2.84890e-65,-6.15782e-64,-1.31740e-66,-1.49518e-62,1.48968e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.81272e-66,1.15819e-64,1.99902e-67,-6.77165e-68,9.59944e-66,1.48968e-62,3.49795e-61,6.33950e-64,-2.84890e-65,2.95252e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.59944e-66,2.30878e-64,3.99006e-67,4.81272e-66,1.41945e-65,2.95252e-62,6.93344e-61,1.25640e-63,1.48968e-62,4.35566e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.41945e-65,3.41386e-64,5.90056e-67,9.59944e-66,1.85002e-65,4.35566e-62,1.02308e-60,1.85313e-63,2.95252e-62,5.66904e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.85002e-65,4.45009e-64,7.68962e-67,1.41945e-65,2.24201e-65,5.66904e-62,1.33198e-60,2.41126e-63,4.35566e-62,6.86289e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.24201e-65,5.39428e-64,9.31717e-67,1.85002e-65,2.58612e-65,6.86289e-62,1.61304e-60,2.91816e-63,5.66904e-62,7.90837e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.58612e-65,6.22390e-64,1.07448e-66,2.24201e-65,2.87371e-65,7.90837e-62,1.85943e-60,3.36165e-63,6.86289e-62,8.77859e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.87371e-65,6.91783e-64,1.19371e-66,2.58612e-65,3.09717e-65,8.77859e-62,2.06472e-60,3.73048e-63,7.90837e-62,9.44984e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.09717e-65,7.45737e-64,1.28630e-66,2.87371e-65,3.25031e-65,9.44984e-62,2.22319e-60,4.01477e-63,8.77859e-62,9.89794e-62
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.25031e-65,7.82725e-64,1.34973e-66,3.09717e-65,3.30863e-65,9.89794e-62,2.32901e-60,4.20452e-63,9.44984e-62,1.00540e-61
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.34235e-66,-3.23433e-65,-5.57083e-68,-1.36524e-66,-1.28144e-66,-4.20188e-63,-9.89222e-62,-1.78401e-64,-4.26780e-63,-4.01276e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.28144e-66,-3.08666e-65,-5.31956e-68,-1.34235e-66,-1.19127e-66,-4.01276e-63,-9.44549e-62,-1.70395e-64,-4.20188e-63,-3.72926e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.19127e-66,-2.86845e-65,-4.94695e-68,-1.28144e-66,-1.07424e-66,-3.72926e-63,-8.77596e-62,-1.58392e-64,-4.01276e-63,-3.36128e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.07424e-66,-2.58562e-65,-4.46268e-68,-1.19127e-66,-9.33405e-67,-3.36128e-63,-7.90757e-62,-1.42802e-64,-3.72926e-63,-2.91861e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-9.33405e-67,-2.24568e-65,-3.87921e-68,-1.07424e-66,-7.72270e-67,-2.91861e-63,-6.86387e-62,-1.24033e-64,-3.36128e-63,-2.41246e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-7.72270e-67,-1.85718e-65,-3.21090e-68,-9.33405e-67,-5.94648e-67,-2.41246e-63,-5.67163e-62,-1.02553e-64,-2.91861e-63,-1.85493e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-5.94648e-67,-1.42938e-65,-2.47351e-68,-7.72270e-67,-4.04528e-67,-1.85493e-63,-4.35957e-62,-7.88749e-65,-2.41246e-63,-1.25866e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.04528e-67,-9.71874e-66,-1.68359e-68,-5.94648e-67,-2.05987e-67,-1.25866e-63,-2.95741e-62,-5.35332e-65,-1.85493e-63,-6.36490e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.05987e-67,-4.94411e-66,-8.58184e-69,-4.04528e-67,-3.13648e-69,-6.36490e-64,-1.49518e-62,-2.70771e-65,-1.25866e-63,-1.31740e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.13648e-69,-6.77165e-68,-1.45504e-70,-2.05987e-67,1.99902e-67,-1.31740e-66,-2.84890e-65,-6.09221e-68,-6.36490e-64,6.33950e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.99902e-67,4.81272e-66,8.29963e-69,-3.13648e-69,3.99006e-67,6.33950e-64,1.48968e-62,2.69597e-65,-1.31740e-66,1.25640e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.99006e-67,9.59944e-66,1.65800e-68,1.99902e-67,5.90056e-67,1.25640e-63,2.95252e-62,5.34287e-65,6.33950e-64,1.85313e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.90056e-67,1.41945e-65,2.45225e-68,3.99006e-67,7.68962e-67,1.85313e-63,4.35566e-62,7.87915e-65,1.25640e-63,2.41126e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.68962e-67,1.85002e-65,3.19562e-68,5.90056e-67,9.31717e-67,2.41126e-63,5.66904e-62,1.02498e-64,1.85313e-63,2.91816e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.31717e-67,2.24201e-65,3.87145e-68,7.68962e-67,1.07448e-66,2.91816e-63,6.86289e-62,1.24012e-64,2.41126e-63,3.36165e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.07448e-66,2.58612e-65,4.46387e-68,9.31717e-67,1.19371e-66,3.36165e-63,7.90837e-62,1.42819e-64,2.91816e-63,3.73048e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.19371e-66,2.87371e-65,4.95832e-68,1.07448e-66,1.28630e-66,3.73048e-63,8.77859e-62,1.58448e-64,3.36165e-63,4.01477e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.28630e-66,3.09717e-65,5.34210e-68,1.19371e-66,1.34973e-66,4.01477e-63,9.44984e-62,1.70488e-64,3.73048e-63,4.20452e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.34973e-66,3.25031e-65,5.60499e-68,1.28630e-66,1.37389e-66,4.20452e-63,9.89794e-62,1.78523e-64,4.01477e-63,4.27069e-63
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-5.57083e-68,-1.34235e-66,-2.31178e-69,-5.66513e-68,-5.31956e-68,-1.78401e-64,-4.20188e-63,-7.57093e-66,-1.81194e-64,-1.70395e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-5.31956e-68,-1.28144e-66,-2.20801e-69,-5.57083e-68,-4.94695e-68,-1.70395e-64,-4.01276e-63,-7.23172e-66,-1.78401e-64,-1.58392e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.94695e-68,-1.19127e-66,-2.05400e-69,-5.31956e-68,-4.46268e-68,-1.58392e-64,-3.72926e-63,-6.72353e-66,-1.70395e-64,-1.42802e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.46268e-68,-1.07424e-66,-1.85360e-69,-4.94695e-68,-3.87921e-68,-1.42802e-64,-3.36128e-63,-6.06320e-66,-1.58392e-64,-1.24033e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.87921e-68,-9.33405e-67,-1.61189e-69,-4.46268e-68,-3.21090e-68,-1.24033e-64,-2.91861e-63,-5.26768e-66,-1.42802e-64,-1.02553e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.21090e-68,-7.72270e-67,-1.33475e-69,-3.87921e-68,-2.47351e-68,-1.02553e-64,-2.41246e-63,-4.35662e-66,-1.24033e-64,-7.88749e-65
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.47351e-68,-5.94648e-67,-1.02868e-69,-3.21090e-68,-1.68359e-68,-7.88749e-65,-1.85493e-63,-3.35155e-66,-1.02553e-64,-5.35332e-65
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.68359e-68,-4.04528e-67,-7.00565e-70,-2.47351e-68,-8.58184e-69,-5.35332e-65,-1.25866e-63,-2.27523e-66,-7.88749e-65,-2.70771e-65
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-8.58184e-69,-2.05987e-67,-3.57509e-70,-1.68359e-68,-1.45504e-70,-2.70771e-65,-6.36490e-64,-1.15107e-66,-5.35332e-65,-6.09221e-68
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.45504e-70,-3.13648e-69,-6.75307e-72,-8.58184e-69,8.29963e-69,-6.09221e-68,-1.31740e-66,-2.81770e-69,-2.70771e-65,2.69597e-65
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.29963e-69,1.99902e-67,3.44415e-70,-1.45504e-70,1.65800e-68,2.69597e-65,6.33950e-64,1.14563e-66,-6.09221e-68,5.34287e-65
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.65800e-68,3.99006e-67,6.88697e-70,8.29963e-69,2.45225e-68,5.34287e-65,1.25640e-63,2.27040e-66,2.69597e-65,7.87915e-65
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.45225e-68,5.90056e-67,1.01884e-69,1.65800e-68,3.19562e-68,7.87915e-65,1.85313e-63,3.34770e-66,5.34287e-65,1.02498e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.19562e-68,7.68962e-67,1.32769e-69,2.45225e-68,3.87145e-68,1.02498e-64,2.41126e-63,4.35407e-66,7.87915e-65,1.24012e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.87145e-68,9.31717e-67,1.60833e-69,3.19562e-68,4.46387e-68,1.24012e-64,2.91816e-63,5.26671e-66,1.02498e-64,1.42819e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.46387e-68,1.07448e-66,1.85419e-69,3.87145e-68,4.95832e-68,1.42819e-64,3.36165e-63,6.06399e-66,1.24012e-64,1.58448e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.95832e-68,1.19371e-66,2.05930e-69,4.46387e-68,5.34210e-68,1.58448e-64,3.73048e-63,6.72613e-66,1.42819e-64,1.70488e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.34210e-68,1.28630e-66,2.21846e-69,4.95832e-68,5.60499e-68,1.70488e-64,4.01477e-63,7.23602e-66,1.58448e-64,1.78523e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.60499e-68,1.34973e-66,2.32758e-69,5.34210e-68,5.70510e-68,1.78523e-64,4.20452e-63,7.57657e-66,1.70488e-64,1.81328e-64
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.31178e-69,-5.57083e-68,-1.84246e-70,-2.35071e-69,-2.20801e-69,-7.57093e-66,-1.78401e-64,-6.14444e-67,-7.68957e-66,-7.23172e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.20801e-69,-5.31956e-68,-1.75806e-70,-2.31178e-69,-2.05400e-69,-7.23172e-66,-1.70395e-64,-5.87113e-67,-7.57093e-66,-6.72353e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-2.05400e-69,-4.94695e-68,-1.63527e-70,-2.20801e-69,-1.85360e-69,-6.72353e-66,-1.58392e-64,-5.45510e-67,-7.23172e-66,-6.06320e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.85360e-69,-4.46268e-68,-1.47603e-70,-2.05400e-69,-1.61189e-69,-6.06320e-66,-1.42802e-64,-4.91805e-67,-6.72353e-66,-5.26768e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.61189e-69,-3.87921e-68,-1.28396e-70,-1.85360e-69,-1.33475e-69,-5.26768e-66,-1.24033e-64,-4.27238e-67,-6.06320e-66,-4.35662e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.33475e-69,-3.21090e-68,-1.06360e-70,-1.61189e-69,-1.02868e-69,-4.35662e-66,-1.02553e-64,-3.53343e-67,-5.26768e-66,-3.35155e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.02868e-69,-2.47351e-68,-8.20061e-71,-1.33475e-69,-7.00565e-70,-3.35155e-66,-7.88749e-65,-2.71838e-67,-4.35662e-66,-2.27523e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-7.00565e-70,-1.68359e-68,-5.58800e-71,-1.02868e-69,-3.57509e-70,-2.27523e-66,-5.35332e-65,-1.84552e-67,-3.35155e-66,-1.15107e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.57509e-70,-8.58184e-69,-2.85503e-71,-7.00565e-70,-6.75307e-72,-1.15107e-66,-2.70771e-65,-9.33784e-68,-2.27523e-66,-2.81770e-69
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.75307e-72,-1.45504e-70,-5.97799e-73,-3.57509e-70,3.44415e-70,-2.81770e-69,-6.09221e-68,-2.44945e-70,-1.15107e-66,1.14563e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.44415e-70,8.29963e-69,2.73914e-71,-6.75307e-72,6.88697e-70,1.14563e-66,2.69597e-65,9.29063e-68,-2.81770e-69,2.27040e-66
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.88697e-70,1.65800e-68,5.48304e-71,3.44415e-70,1.01884e-69,2.27040e-66,5.34287e-65,1.84132e-67,1.14563e-66,3.34770e-66
