"u^n-2_i,j","u^n-2_i-1,j","u^n-2_i+1,j","u^n-2_i,j-1","u^n-2_i,j+1","u^n-1_i,j","u^n-1_i-1,j","u^n-1_i+1,j","u^n-1_i,j-1","u^n-1_i,j+1","u^n_i,j","u^n_i-1,j","u^n_i+1,j","u^n_i,j-1","u^n_i,j+1","u^n+1_i,j","u^n+1_i-1,j","u^n+1_i+1,j","u^n+1_i,j-1","u^n+1_i,j+1"
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.31328e-33,2.26056e-31,3.84059e-34,1.51618e-32,3.14160e-33,1.32073e-29,3.05065e-28,5.70990e-31,2.13331e-29,4.63472e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.83853e-34,9.30867e-33,1.58418e-35,1.29413e-34,6.25528e-34,5.70937e-31,1.32062e-29,2.46514e-32,2.00038e-31,9.23315e-31
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.25528e-34,1.51553e-32,2.58372e-35,3.83853e-34,8.47213e-34,9.23315e-31,2.13315e-29,3.99085e-32,5.70937e-31,1.24559e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.47213e-34,2.04998e-32,3.50340e-35,6.25528e-34,1.04337e-33,1.24559e-30,2.87342e-29,5.39096e-32,9.23315e-31,1.52966e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.04337e-33,2.52074e-32,4.32047e-35,8.47213e-34,1.21037e-33,1.52966e-30,3.52265e-29,6.63063e-32,1.24559e-30,1.77043e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.21037e-33,2.91938e-32,5.01939e-35,1.04337e-33,1.34638e-33,1.77043e-30,4.06964e-29,7.68682e-32,1.52966e-30,1.96558e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.34638e-33,3.24218e-32,5.59149e-35,1.21037e-33,1.45101e-33,1.96558e-30,4.51016e-29,8.54773e-32,1.77043e-30,2.11499e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.45101e-33,3.48909e-32,6.03376e-35,1.34638e-33,1.52477e-33,2.11499e-30,4.84531e-29,9.21051e-32,1.96558e-30,2.21988e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.52477e-33,3.66230e-32,6.34692e-35,1.45101e-33,1.56854e-33,2.21988e-30,5.07930e-29,9.67807e-32,2.11499e-30,2.28191e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.56854e-33,3.76470e-32,6.53335e-35,1.52477e-33,1.58306e-33,2.28191e-30,5.21711e-29,9.95560e-32,2.21988e-30,2.30243e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.58306e-33,3.79859e-32,6.59531e-35,1.56854e-33,1.56861e-33,2.30243e-30,5.26259e-29,1.00476e-31,2.28191e-30,2.28194e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.56861e-33,3.76486e-32,6.53368e-35,1.58306e-33,1.52492e-33,2.28194e-30,5.21716e-29,9.95571e-32,2.30243e-30,2.21993e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.52492e-33,3.66263e-32,6.34758e-35,1.56861e-33,1.45123e-33,2.21993e-30,5.07940e-29,9.67829e-32,2.28194e-30,2.11505e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.45123e-33,3.48957e-32,6.03473e-35,1.52492e-33,1.34666e-33,2.11505e-30,4.84545e-29,9.21083e-32,2.21993e-30,1.96566e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.34666e-33,3.24279e-32,5.59271e-35,1.45123e-33,1.21069e-33,1.96566e-30,4.51032e-29,8.54814e-32,2.11505e-30,1.77052e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.21069e-33,2.92009e-32,5.02080e-35,1.34666e-33,1.04371e-33,1.77052e-30,4.06983e-29,7.68728e-32,1.96566e-30,1.52976e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.04371e-33,2.52150e-32,4.32198e-35,1.21069e-33,8.47546e-34,1.52976e-30,3.52285e-29,6.63111e-32,1.77052e-30,1.24568e-30
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.47546e-34,2.05073e-32,3.50488e-35,1.04371e-33,6.25818e-34,1.24568e-30,2.87361e-29,5.39141e-32,1.52976e-30,9.23392e-31
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.25818e-34,1.51618e-32,2.58501e-35,8.47546e-34,3.84059e-34,9.23392e-31,2.13331e-29,3.99122e-32,1.24568e-30,5.70990e-31
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.84059e-34,9.31328e-33,1.58509e-35,6.25818e-34,1.29490e-34,5.70990e-31,1.32073e-29,2.46539e-32,9.23392e-31,2.00058e-31
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.58418e-35,3.83853e-34,6.54286e-37,5.33865e-36,2.58372e-35,2.46514e-32,5.70937e-31,1.06310e-33,8.62453e-33,3.99085e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.58372e-35,6.25528e-34,1.06789e-36,1.58418e-35,3.50340e-35,3.99085e-32,9.23315e-31,1.72272e-33,2.46514e-32,5.39096e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.50340e-35,8.47213e-34,1.44949e-36,2.58372e-35,4.32047e-35,5.39096e-32,1.24559e-30,2.32985e-33,3.99085e-32,6.63063e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.32047e-35,1.04337e-33,1.78972e-36,3.50340e-35,5.01939e-35,6.63063e-32,1.52966e-30,2.86954e-33,5.39096e-32,7.68682e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.01939e-35,1.21037e-33,2.08197e-36,4.32047e-35,5.59149e-35,7.68682e-32,1.77043e-30,3.33148e-33,6.63063e-32,8.54773e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.59149e-35,1.34638e-33,2.32226e-36,5.01939e-35,6.03376e-35,8.54773e-32,1.96558e-30,3.70987e-33,7.68682e-32,9.21051e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.03376e-35,1.45101e-33,2.50883e-36,5.59149e-35,6.34692e-35,9.21051e-32,2.11499e-30,4.00259e-33,8.54773e-32,9.67807e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.34692e-35,1.52477e-33,2.64143e-36,6.03376e-35,6.53335e-35,9.67807e-32,2.21988e-30,4.20996e-33,9.21051e-32,9.95560e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.53335e-35,1.56854e-33,2.72060e-36,6.34692e-35,6.59531e-35,9.95560e-32,2.28191e-30,4.33344e-33,9.67807e-32,1.00476e-31
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.59531e-35,1.58306e-33,2.74695e-36,6.53335e-35,6.53368e-35,1.00476e-31,2.30243e-30,4.37443e-33,9.95560e-32,9.95571e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.53368e-35,1.56861e-33,2.72075e-36,6.59531e-35,6.34758e-35,9.95571e-32,2.28194e-30,4.33350e-33,1.00476e-31,9.67829e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.34758e-35,1.52492e-33,2.64173e-36,6.53368e-35,6.03473e-35,9.67829e-32,2.21993e-30,4.21007e-33,9.95571e-32,9.21083e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.03473e-35,1.45123e-33,2.50926e-36,6.34758e-35,5.59271e-35,9.21083e-32,2.11505e-30,4.00274e-33,9.67829e-32,8.54814e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.59271e-35,1.34666e-33,2.32281e-36,6.03473e-35,5.02080e-35,8.54814e-32,1.96566e-30,3.71006e-33,9.21083e-32,7.68728e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.02080e-35,1.21069e-33,2.08260e-36,5.59271e-35,4.32198e-35,7.68728e-32,1.77052e-30,3.33169e-33,8.54814e-32,6.63111e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.32198e-35,1.04371e-33,1.79039e-36,5.02080e-35,3.50488e-35,6.63111e-32,1.52976e-30,2.86976e-33,7.68728e-32,5.39141e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.50488e-35,8.47546e-34,1.45014e-36,4.32198e-35,2.58501e-35,5.39141e-32,1.24568e-30,2.33007e-33,6.63111e-32,3.99122e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.58501e-35,6.25818e-34,1.06846e-36,3.50488e-35,1.58509e-35,3.99122e-32,9.23392e-31,1.72289e-33,5.39141e-32,2.46539e-32
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.58509e-35,3.84059e-34,6.54687e-37,2.58501e-35,5.34204e-36,2.46539e-32,5.70990e-31,1.06322e-33,3.99122e-32,8.62550e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.54286e-37,1.58418e-35,2.70404e-38,2.20407e-37,1.06789e-36,1.06310e-33,2.46514e-32,4.57958e-35,3.71441e-34,1.72272e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.06789e-36,2.58372e-35,4.41628e-38,6.54286e-37,1.44949e-36,1.72272e-33,3.99085e-32,7.42741e-35,1.06310e-33,2.32985e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.44949e-36,3.50340e-35,5.99985e-38,1.06789e-36,1.78972e-36,2.32985e-33,5.39096e-32,1.00556e-34,1.72272e-33,2.86954e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.78972e-36,4.32047e-35,7.41623e-38,1.44949e-36,2.08197e-36,2.86954e-33,6.63063e-32,1.24000e-34,2.32985e-33,3.33148e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.08197e-36,5.01939e-35,8.63735e-38,1.78972e-36,2.32226e-36,3.33148e-33,7.68682e-32,1.44149e-34,2.86954e-33,3.70987e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.32226e-36,5.59149e-35,9.64531e-38,2.08197e-36,2.50883e-36,3.70987e-33,8.54773e-32,1.60726e-34,3.33148e-33,4.00259e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.50883e-36,6.03376e-35,1.04309e-37,2.32226e-36,2.64143e-36,4.00259e-33,9.21051e-32,1.73603e-34,3.70987e-33,4.20996e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.64143e-36,6.34692e-35,1.09911e-37,2.50883e-36,2.72060e-36,4.20996e-33,9.67807e-32,1.82760e-34,4.00259e-33,4.33344e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.72060e-36,6.53335e-35,1.13264e-37,2.64143e-36,2.74695e-36,4.33344e-33,9.95560e-32,1.88228e-34,4.20996e-33,4.37443e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.74695e-36,6.59531e-35,1.14382e-37,2.72060e-36,2.72075e-36,4.37443e-33,1.00476e-31,1.90046e-34,4.33344e-33,4.33350e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.72075e-36,6.53368e-35,1.13271e-37,2.74695e-36,2.64173e-36,4.33350e-33,9.95571e-32,1.88230e-34,4.37443e-33,4.21007e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.64173e-36,6.34758e-35,1.09925e-37,2.72075e-36,2.50926e-36,4.21007e-33,9.67829e-32,1.82765e-34,4.33350e-33,4.00274e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.50926e-36,6.03473e-35,1.04328e-37,2.64173e-36,2.32281e-36,4.00274e-33,9.21083e-32,1.73611e-34,4.21007e-33,3.71006e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.32281e-36,5.59271e-35,9.64776e-38,2.50926e-36,2.08260e-36,3.71006e-33,8.54814e-32,1.60735e-34,4.00274e-33,3.33169e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.08260e-36,5.02080e-35,8.64016e-38,2.32281e-36,1.79039e-36,3.33169e-33,7.68728e-32,1.44159e-34,3.71006e-33,2.86976e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.79039e-36,4.32198e-35,7.41922e-38,2.08260e-36,1.45014e-36,2.86976e-33,6.63111e-32,1.24011e-34,3.33169e-33,2.33007e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.45014e-36,3.50488e-35,6.00276e-38,1.79039e-36,1.06846e-36,2.33007e-33,5.39141e-32,1.00566e-34,2.86976e-33,1.72289e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.06846e-36,2.58501e-35,4.41881e-38,1.45014e-36,6.54687e-37,1.72289e-33,3.99122e-32,7.42824e-35,2.33007e-33,1.06322e-33
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.54687e-37,1.58509e-35,2.70583e-38,1.06846e-36,2.20557e-37,1.06322e-33,2.46539e-32,4.58014e-35,1.72289e-33,3.71486e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.70404e-38,6.54286e-37,1.11818e-39,9.10588e-39,4.41628e-38,4.57958e-35,1.06310e-33,1.97071e-36,1.59809e-35,7.42741e-35
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.41628e-38,1.06789e-36,1.82729e-39,2.70404e-38,5.99985e-38,7.42741e-35,1.72272e-33,3.19867e-36,4.57958e-35,1.00556e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.99985e-38,1.44949e-36,2.48453e-39,4.41628e-38,7.41623e-38,1.00556e-34,2.32985e-33,4.33462e-36,7.42741e-35,1.24000e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.41623e-38,1.78972e-36,3.07404e-39,5.99985e-38,8.63735e-38,1.24000e-34,2.86954e-33,5.35103e-36,1.00556e-34,1.44149e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.63735e-38,2.08197e-36,3.58393e-39,7.41623e-38,9.64531e-38,1.44149e-34,3.33148e-33,6.22772e-36,1.24000e-34,1.60726e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.64531e-38,2.32226e-36,4.00628e-39,8.63735e-38,1.04309e-37,1.60726e-34,3.70987e-33,6.95175e-36,1.44149e-34,1.73603e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.04309e-37,2.50883e-36,4.33655e-39,9.64531e-38,1.09911e-37,1.73603e-34,4.00259e-33,7.51632e-36,1.60726e-34,1.82760e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.09911e-37,2.64143e-36,4.57277e-39,1.04309e-37,1.13264e-37,1.82760e-34,4.20996e-33,7.91906e-36,1.73603e-34,1.88228e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.13264e-37,2.72060e-36,4.71445e-39,1.09911e-37,1.14382e-37,1.88228e-34,4.33344e-33,8.16012e-36,1.82760e-34,1.90046e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.14382e-37,2.74695e-36,4.76174e-39,1.13264e-37,1.13271e-37,1.90046e-34,4.37443e-33,8.24037e-36,1.88228e-34,1.88230e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.13271e-37,2.72075e-36,4.71476e-39,1.14382e-37,1.09925e-37,1.88230e-34,4.33350e-33,8.16025e-36,1.90046e-34,1.82765e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.09925e-37,2.64173e-36,4.57338e-39,1.13271e-37,1.04328e-37,1.82765e-34,4.21007e-33,7.91931e-36,1.88230e-34,1.73611e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.04328e-37,2.50926e-36,4.33743e-39,1.09925e-37,9.64776e-38,1.73611e-34,4.00274e-33,7.51667e-36,1.82765e-34,1.60735e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.64776e-38,2.32281e-36,4.00739e-39,1.04328e-37,8.64016e-38,1.60735e-34,3.71006e-33,6.95219e-36,1.73611e-34,1.44159e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.64016e-38,2.08260e-36,3.58520e-39,9.64776e-38,7.41922e-38,1.44159e-34,3.33169e-33,6.22821e-36,1.60735e-34,1.24011e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.41922e-38,1.79039e-36,3.07539e-39,8.64016e-38,6.00276e-38,1.24011e-34,2.86976e-33,5.35153e-36,1.44159e-34,1.00566e-34
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.00276e-38,1.45014e-36,2.48584e-39,7.41922e-38,4.41881e-38,1.00566e-34,2.33007e-33,4.33508e-36,1.24011e-34,7.42824e-35
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.41881e-38,1.06846e-36,1.82843e-39,6.00276e-38,2.70583e-38,7.42824e-35,1.72289e-33,3.19906e-36,1.00566e-34,4.58014e-35
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.70583e-38,6.54687e-37,1.11898e-39,4.41881e-38,9.11258e-39,4.58014e-35,1.06322e-33,1.97097e-36,7.42824e-35,1.59830e-35
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.11818e-39,2.70404e-38,4.62624e-41,3.76430e-40,1.82729e-39,1.97071e-36,4.57958e-35,8.47213e-38,6.86907e-37,3.19867e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.82729e-39,4.41628e-38,7.56404e-41,1.11818e-39,2.48453e-39,3.19867e-36,7.42741e-35,1.37607e-37,1.97071e-36,4.33462e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.48453e-39,5.99985e-38,1.02921e-40,1.82729e-39,3.07404e-39,4.33462e-36,1.00556e-34,1.86633e-37,3.19867e-36,5.35103e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.07404e-39,7.41623e-38,1.27452e-40,2.48453e-39,3.58393e-39,5.35103e-36,1.24000e-34,2.30620e-37,4.33462e-36,6.22772e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.58393e-39,8.63735e-38,1.48731e-40,3.07404e-39,4.00628e-39,6.22772e-36,1.44149e-34,2.68681e-37,5.35103e-36,6.95175e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.00628e-39,9.64531e-38,1.66411e-40,3.58393e-39,4.33655e-39,6.95175e-36,1.60726e-34,3.00221e-37,6.22772e-36,7.51632e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.33655e-39,1.04309e-37,1.80277e-40,4.00628e-39,4.57277e-39,7.51632e-36,1.73603e-34,3.24895e-37,6.95175e-36,7.91906e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.57277e-39,1.09911e-37,1.90220e-40,4.33655e-39,4.71445e-39,7.91906e-36,1.82760e-34,3.42547e-37,7.51632e-36,8.16012e-36
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.71445e-39,1.13264e-37,1.96195e-40,4.57277e-39,4.76174e-39,8.16012e-36,1.88228e-34,3.53134e-37,7.91906e-36,8.24037e-36
