"u^n-2_i,j","u^n-2_i-1,j","u^n-2_i+1,j","u^n-2_i,j-1","u^n-2_i,j+1","u^n-1_i,j","u^n-1_i-1,j","u^n-1_i+1,j","u^n-1_i,j-1","u^n-1_i,j+1","u^n_i,j","u^n_i-1,j","u^n_i+1,j","u^n_i,j-1","u^n_i,j+1","u^n+1_i,j","u^n+1_i-1,j","u^n+1_i+1,j","u^n+1_i,j-1","u^n+1_i,j+1"
2.22123e-03,1.25503e-02,4.70930e-04,2.22323e-03,2.21621e-03,7.62879e-03,2.69574e-02,2.41042e-03,7.66322e-03,7.55158e-03,1.80463e-02,4.60504e-02,7.29993e-03,1.83852e-02,1.74534e-02,3.33623e-02,7.65436e-02,1.53771e-02,3.34044e-02,3.50528e-02
2.21621e-03,1.25224e-02,4.70193e-04,2.22123e-03,2.20457e-03,7.55158e-03,2.65541e-02,2.39422e-03,7.62879e-03,7.39835e-03,1.74534e-02,4.40755e-02,7.08016e-03,1.80463e-02,1.66856e-02,3.50528e-02,1.02695e-01,1.47391e-02,3.33623e-02,4.12763e-02
2.20457e-03,1.24523e-02,4.68497e-04,2.21621e-03,2.17870e-03,7.39835e-03,2.57243e-02,2.35926e-03,7.55158e-03,7.12323e-03,1.66856e-02,4.31626e-02,6.69625e-03,1.74534e-02,1.61399e-02,4.12763e-02,1.59997e-01,1.51775e-02,3.50528e-02,5.43057e-02
2.17870e-03,1.22816e-02,4.64700e-04,2.20457e-03,2.12398e-03,7.12323e-03,2.42407e-02,2.28736e-03,7.39835e-03,6.69250e-03,1.61399e-02,4.89927e-02,6.14041e-03,1.66856e-02,1.67940e-02,5.43057e-02,2.24718e-01,1.91056e-02,4.12763e-02,7.05706e-02
2.12398e-03,1.18833e-02,4.56381e-04,2.17870e-03,2.01560e-03,6.69250e-03,2.22585e-02,2.14769e-03,7.12323e-03,6.16164e-03,1.67940e-02,7.29368e-02,5.62957e-03,1.61399e-02,2.00536e-02,7.05706e-02,1.50289e-01,2.90515e-02,5.43057e-02,7.44175e-02
2.01560e-03,1.10109e-02,4.38527e-04,2.12398e-03,1.82007e-03,6.16164e-03,2.18586e-02,1.89986e-03,6.69250e-03,5.82623e-03,2.00536e-02,1.16616e-01,6.00653e-03,1.67940e-02,2.57380e-02,7.44175e-02,-4.35661e-01,3.84517e-02,7.05706e-02,2.45405e-02
1.82007e-03,9.30474e-03,4.01003e-04,2.01560e-03,1.51232e-03,5.82623e-03,3.10162e-02,1.53488e-03,6.16164e-03,6.14609e-03,2.57380e-02,8.99643e-02,9.04072e-03,2.00536e-02,3.12814e-02,2.45405e-02,-1.45974e+00,9.86929e-03,7.44175e-02,-3.40008e-01
1.51232e-03,6.75679e-03,3.24060e-04,1.82007e-03,1.40574e-03,6.14609e-03,6.14973e-02,1.23961e-03,5.82623e-03,6.52547e-03,3.12814e-02,-5.04017e-01,1.52767e-02,2.57380e-02,-1.96407e-02,-3.40008e-01,7.27473e+00,-1.52680e-01,2.45405e-02,6.92815e-01
3.24060e-04,1.51232e-03,2.14534e-05,1.78728e-04,4.01003e-04,1.23916e-03,6.12978e-03,2.50716e-04,2.14470e-03,1.53465e-03,1.52333e-02,3.09124e-02,1.62089e-03,-5.06713e-03,9.01757e-03,-1.53959e-01,-3.92792e-01,4.97541e-03,1.56236e-01,9.06333e-03
4.01003e-04,1.82007e-03,2.85950e-05,3.24060e-04,4.38527e-04,1.53465e-03,5.82003e-03,3.05988e-04,1.23916e-03,1.89977e-03,9.01757e-03,2.55368e-02,1.50677e-03,1.52333e-02,5.99644e-03,9.06333e-03,1.08908e-02,6.66153e-03,-1.53959e-01,3.80262e-02
4.38527e-04,2.01560e-03,3.24396e-05,4.01003e-04,4.56381e-04,1.89977e-03,6.15952e-03,3.54279e-04,1.53465e-03,2.14766e-03,5.99644e-03,1.99553e-02,1.51814e-03,9.01757e-03,5.62554e-03,3.80262e-02,6.96194e-02,6.49797e-03,9.06333e-03,2.88300e-02
4.56381e-04,2.12398e-03,3.43859e-05,4.38527e-04,4.64700e-04,2.14766e-03,6.69180e-03,3.86769e-04,1.89977e-03,2.28735e-03,5.62554e-03,1.67526e-02,1.63556e-03,5.99644e-03,6.13887e-03,2.88300e-02,6.82862e-02,5.67301e-03,3.80262e-02,1.90053e-02
4.64700e-04,2.17870e-03,3.53312e-05,4.56381e-04,4.68497e-04,2.28735e-03,7.12300e-03,4.05723e-04,2.14766e-03,2.35925e-03,6.13887e-03,1.61239e-02,1.77096e-03,5.62554e-03,6.69568e-03,1.90053e-02,5.33309e-02,5.21603e-03,2.88300e-02,1.51366e-02
4.68497e-04,2.20457e-03,3.57763e-05,4.64700e-04,4.70193e-04,2.35925e-03,7.39828e-03,4.15836e-04,2.28735e-03,2.39422e-03,6.69568e-03,1.66797e-02,1.87695e-03,6.13887e-03,7.07996e-03,1.51366e-02,4.08968e-02,5.22540e-03,1.90053e-02,1.47234e-02
4.70193e-04,2.21621e-03,3.59806e-05,4.68497e-04,4.70930e-04,2.39422e-03,7.55155e-03,4.20904e-04,2.35925e-03,2.41042e-03,7.07996e-03,1.74513e-02,1.94531e-03,6.69568e-03,7.29986e-03,1.47234e-02,3.49144e-02,5.45004e-03,1.51366e-02,1.53714e-02
4.70930e-04,2.22123e-03,3.60715e-05,4.70193e-04,4.71229e-04,2.41042e-03,7.62878e-03,4.23307e-04,2.39422e-03,2.41730e-03,7.29986e-03,1.80456e-02,1.98396e-03,7.07996e-03,7.40656e-03,1.53714e-02,3.33135e-02,5.68626e-03,1.47234e-02,1.59823e-02
4.71229e-04,2.22323e-03,3.61092e-05,4.70930e-04,4.71309e-04,2.41730e-03,7.66322e-03,4.24345e-04,2.41042e-03,2.41919e-03,7.40656e-03,1.83850e-02,2.00275e-03,7.29986e-03,7.43784e-03,1.59823e-02,3.33890e-02,5.84315e-03,1.53714e-02,1.62085e-02
4.71309e-04,2.22376e-03,3.61193e-05,4.71229e-04,4.71229e-04,2.41919e-03,7.67285e-03,4.24632e-04,2.41730e-03,2.41730e-03,7.43784e-03,1.84925e-02,2.00827e-03,7.40656e-03,7.40658e-03,1.62085e-02,3.35746e-02,5.89643e-03,1.59823e-02,1.59842e-02
4.71229e-04,2.22323e-03,3.61092e-05,4.71309e-04,4.70930e-04,2.41730e-03,7.66322e-03,4.24345e-04,2.41919e-03,2.41042e-03,7.40658e-03,1.83852e-02,2.00275e-03,7.43784e-03,7.29993e-03,1.59842e-02,3.34044e-02,5.84333e-03,1.62085e-02,1.53771e-02
4.70930e-04,2.22123e-03,3.60715e-05,4.71229e-04,4.70193e-04,2.41042e-03,7.62879e-03,4.23307e-04,2.41730e-03,2.39422e-03,7.29993e-03,1.80463e-02,1.98396e-03,7.40658e-03,7.08016e-03,1.53771e-02,3.33623e-02,5.68677e-03,1.59842e-02,1.47391e-02
4.70193e-04,2.21621e-03,3.59806e-05,4.70930e-04,4.68497e-04,2.39422e-03,7.55158e-03,4.20904e-04,2.41042e-03,2.35926e-03,7.08016e-03,1.74534e-02,1.94533e-03,7.29993e-03,6.69625e-03,1.47391e-02,3.50528e-02,5.45133e-03,1.53771e-02,1.51775e-02
4.68497e-04,2.20457e-03,3.57763e-05,4.70193e-04,4.64700e-04,2.35926e-03,7.39835e-03,4.15837e-04,2.39422e-03,2.28736e-03,6.69625e-03,1.66856e-02,1.87700e-03,7.08016e-03,6.14041e-03,1.51775e-02,4.12763e-02,5.22846e-03,1.47391e-02,1.91056e-02
4.64700e-04,2.17870e-03,3.53312e-05,4.68497e-04,4.56381e-04,2.28736e-03,7.12323e-03,4.05724e-04,2.35926e-03,2.14769e-03,6.14041e-03,1.61399e-02,1.77108e-03,6.69625e-03,5.62957e-03,1.91056e-02,5.43057e-02,5.22284e-03,1.51775e-02,2.90515e-02
4.56381e-04,2.12398e-03,3.43859e-05,4.64700e-04,4.38527e-04,2.14769e-03,6.69250e-03,3.86770e-04,2.28736e-03,1.89986e-03,5.62957e-03,1.67940e-02,1.63587e-03,6.14041e-03,6.00653e-03,2.90515e-02,7.05706e-02,5.68683e-03,1.91056e-02,3.84517e-02
4.38527e-04,2.01560e-03,3.24396e-05,4.56381e-04,4.01003e-04,1.89986e-03,6.16164e-03,3.54282e-04,2.14769e-03,1.53488e-03,6.00653e-03,2.00536e-02,1.51887e-03,5.62957e-03,9.04072e-03,3.84517e-02,7.44175e-02,6.52277e-03,2.90515e-02,9.86929e-03
4.01003e-04,1.82007e-03,2.85950e-05,4.38527e-04,3.24060e-04,1.53488e-03,5.82623e-03,3.05994e-04,1.89986e-03,1.23961e-03,9.04072e-03,2.57380e-02,1.50837e-03,6.00653e-03,1.52767e-02,9.86929e-03,2.45405e-02,6.70274e-03,3.84517e-02,-1.52680e-01
3.24060e-04,1.51232e-03,2.14534e-05,4.01003e-04,1.78728e-04,1.23961e-03,6.14609e-03,2.50726e-04,1.53488e-03,2.14536e-03,1.52767e-02,3.12814e-02,1.62385e-03,9.04072e-03,-5.01562e-03,-1.52680e-01,-3.40008e-01,5.04505e-03,9.86929e-03,1.58379e-01
2.14534e-05,3.24060e-04,1.15081e-06,9.75816e-06,2.85950e-05,2.50716e-04,1.23916e-03,4.16281e-05,2.33897e-04,3.05988e-04,1.62089e-03,1.52333e-02,2.54149e-04,1.30356e-03,1.50677e-03,4.97541e-03,-1.53959e-01,2.95501e-03,5.29782e-04,6.66153e-03
2.85950e-05,4.01003e-04,1.61558e-06,2.14534e-05,3.24396e-05,3.05988e-04,1.53465e-03,5.37335e-05,2.50716e-04,3.54279e-04,1.50677e-03,9.01757e-03,2.95929e-04,1.62089e-03,1.51814e-03,6.66153e-03,9.06333e-03,2.13855e-03,4.97541e-03,6.49797e-03
3.24396e-05,4.38527e-04,1.89465e-06,2.85950e-05,3.43859e-05,3.54279e-04,1.89977e-03,6.11414e-05,3.05988e-04,3.86769e-04,1.51814e-03,5.99644e-03,3.58498e-04,1.50677e-03,1.63556e-03,6.49797e-03,3.80262e-02,1.59149e-03,6.66153e-03,5.67301e-03
3.43859e-05,4.56381e-04,2.04912e-06,3.24396e-05,3.53312e-05,3.86769e-04,2.14766e-03,6.54047e-05,3.54279e-04,4.05723e-04,1.63556e-03,5.62554e-03,4.10413e-04,1.51814e-03,1.77096e-03,5.67301e-03,2.88300e-02,1.45988e-03,6.49797e-03,5.21603e-03
3.53312e-05,4.64700e-04,2.12984e-06,3.43859e-05,3.57763e-05,4.05723e-04,2.28735e-03,6.77330e-05,3.86769e-04,4.15836e-04,1.77096e-03,6.13887e-03,4.45602e-04,1.63556e-03,1.87695e-03,5.21603e-03,1.90053e-02,1.53841e-03,5.67301e-03,5.22540e-03
3.57763e-05,4.68497e-04,2.17024e-06,3.53312e-05,3.59806e-05,4.15836e-04,2.35925e-03,6.89482e-05,4.05723e-04,4.20904e-04,1.87695e-03,6.69568e-03,4.66952e-04,1.77096e-03,1.94531e-03,5.22540e-03,1.51366e-02,1.66638e-03,5.21603e-03,5.45004e-03
3.59806e-05,4.70193e-04,2.18974e-06,3.57763e-05,3.60715e-05,4.20904e-04,2.39422e-03,6.95571e-05,4.15836e-04,4.23307e-04,1.94531e-03,7.07996e-03,4.78949e-04,1.87695e-03,1.98396e-03,5.45004e-03,1.47234e-02,1.77477e-03,5.22540e-03,5.68626e-03
3.60715e-05,4.70930e-04,2.19881e-06,3.59806e-05,3.61092e-05,4.23307e-04,2.41042e-03,6.98488e-05,4.20904e-04,4.24345e-04,1.98396e-03,7.29986e-03,4.85234e-04,1.94531e-03,2.00275e-03,5.68626e-03,1.53714e-02,1.84705e-03,5.45004e-03,5.84315e-03
3.61092e-05,4.71229e-04,2.20269e-06,3.60715e-05,3.61193e-05,4.24345e-04,2.41730e-03,6.99765e-05,4.23307e-04,4.24632e-04,2.00275e-03,7.40656e-03,4.88171e-04,1.98396e-03,2.00827e-03,5.84315e-03,1.59823e-02,1.88629e-03,5.68626e-03,5.89643e-03
3.61193e-05,4.71309e-04,2.20376e-06,3.61092e-05,3.61092e-05,4.24632e-04,2.41919e-03,7.00121e-05,4.24345e-04,4.24345e-04,2.00827e-03,7.43784e-03,4.89020e-04,2.00275e-03,2.00275e-03,5.89643e-03,1.62085e-02,1.89852e-03,5.84315e-03,5.84333e-03
3.61092e-05,4.71229e-04,2.20269e-06,3.61193e-05,3.60715e-05,4.24345e-04,2.41730e-03,6.99765e-05,4.24632e-04,4.23307e-04,2.00275e-03,7.40658e-03,4.88171e-04,2.00827e-03,1.98396e-03,5.84333e-03,1.59842e-02,1.88630e-03,5.89643e-03,5.68677e-03
3.60715e-05,4.70930e-04,2.19881e-06,3.61092e-05,3.59806e-05,4.23307e-04,2.41042e-03,6.98488e-05,4.24345e-04,4.20904e-04,1.98396e-03,7.29993e-03,4.85234e-04,2.00275e-03,1.94533e-03,5.68677e-03,1.53771e-02,1.84709e-03,5.84333e-03,5.45133e-03
3.59806e-05,4.70193e-04,2.18974e-06,3.60715e-05,3.57763e-05,4.20904e-04,2.39422e-03,6.95571e-05,4.23307e-04,4.15837e-04,1.94533e-03,7.08016e-03,4.78950e-04,1.98396e-03,1.87700e-03,5.45133e-03,1.47391e-02,1.77487e-03,5.68677e-03,5.22846e-03
3.57763e-05,4.68497e-04,2.17024e-06,3.59806e-05,3.53312e-05,4.15837e-04,2.35926e-03,6.89482e-05,4.20904e-04,4.05724e-04,1.87700e-03,6.69625e-03,4.66955e-04,1.94533e-03,1.77108e-03,5.22846e-03,1.51775e-02,1.66660e-03,5.45133e-03,5.22284e-03
3.53312e-05,4.64700e-04,2.12984e-06,3.57763e-05,3.43859e-05,4.05724e-04,2.28736e-03,6.77331e-05,4.15837e-04,3.86770e-04,1.77108e-03,6.14041e-03,4.45609e-04,1.87700e-03,1.63587e-03,5.22284e-03,1.91056e-02,1.53890e-03,5.22846e-03,5.68683e-03
3.43859e-05,4.56381e-04,2.04912e-06,3.53312e-05,3.24396e-05,3.86770e-04,2.14769e-03,6.54048e-05,4.05724e-04,3.54282e-04,1.63587e-03,5.62957e-03,4.10430e-04,1.77108e-03,1.51887e-03,5.68683e-03,2.90515e-02,1.46091e-03,5.22284e-03,6.52277e-03
3.24396e-05,4.38527e-04,1.89465e-06,3.43859e-05,2.85950e-05,3.54282e-04,1.89986e-03,6.11415e-05,3.86770e-04,3.05994e-04,1.51887e-03,6.00653e-03,3.58534e-04,1.63587e-03,1.50837e-03,6.52277e-03,3.84517e-02,1.59346e-03,5.68683e-03,6.70274e-03
2.85950e-05,4.01003e-04,1.61558e-06,3.24396e-05,2.14534e-05,3.05994e-04,1.53488e-03,5.37336e-05,3.54282e-04,2.50726e-04,1.50837e-03,9.04072e-03,2.95998e-04,1.51887e-03,1.62385e-03,6.70274e-03,9.86929e-03,2.14206e-03,6.52277e-03,5.04505e-03
2.14534e-05,3.24060e-04,1.15081e-06,2.85950e-05,9.75816e-06,2.50726e-04,1.23961e-03,4.16283e-05,3.05994e-04,2.33906e-04,1.62385e-03,1.52767e-02,2.54259e-04,1.50837e-03,1.30779e-03,5.04505e-03,-1.52680e-01,2.96062e-03,6.70274e-03,5.71174e-04
1.15081e-06,2.14534e-05,5.69675e-08,4.76269e-07,1.61558e-06,4.16281e-05,2.50716e-04,3.38529e-06,2.41131e-05,5.37335e-05,2.54149e-04,1.62089e-03,4.39873e-05,3.82955e-04,2.95929e-04,2.95501e-03,4.97541e-03,3.73498e-04,-5.25564e-04,2.13855e-03
1.61558e-06,2.85950e-05,8.28888e-08,1.15081e-06,1.89465e-06,5.37335e-05,3.05988e-04,4.61675e-06,4.16281e-05,6.11414e-05,2.95929e-04,1.50677e-03,5.43267e-05,2.54149e-04,3.58498e-04,2.13855e-03,6.66153e-03,3.47384e-04,2.95501e-03,1.59149e-03
1.89465e-06,3.24396e-05,9.98906e-08,1.61558e-06,2.04912e-06,6.11414e-05,3.54279e-04,5.38027e-06,5.37335e-05,6.54047e-05,3.58498e-04,1.51814e-03,6.41778e-05,2.95929e-04,4.10413e-04,1.59149e-03,6.49797e-03,3.44503e-04,2.13855e-03,1.45988e-03
2.04912e-06,3.43859e-05,1.10097e-07,1.89465e-06,2.12984e-06,6.54047e-05,3.86769e-04,5.82035e-06,6.11414e-05,6.77330e-05,4.10413e-04,1.63556e-03,7.16285e-05,3.58498e-04,4.45602e-04,1.45988e-03,5.67301e-03,3.65604e-04,1.59149e-03,1.53841e-03
2.12984e-06,3.53312e-05,1.15831e-07,2.04912e-06,2.17024e-06,6.77330e-05,4.05723e-04,6.06106e-06,6.54047e-05,6.89482e-05,4.45602e-04,1.77096e-03,7.65108e-05,4.10413e-04,4.66952e-04,1.53841e-03,5.21603e-03,3.96060e-04,1.45988e-03,1.66638e-03
2.17024e-06,3.57763e-05,1.18891e-07,2.12984e-06,2.18974e-06,6.89482e-05,4.15836e-04,6.18739e-06,6.77330e-05,6.95571e-05,4.66952e-04,1.87695e-03,7.94176e-05,4.45602e-04,4.78949e-04,1.66638e-03,5.22540e-03,4.23685e-04,1.53841e-03,1.77477e-03
2.18974e-06,3.59806e-05,1.20455e-07,2.17024e-06,2.19881e-06,6.95571e-05,4.20904e-04,6.25133e-06,6.89482e-05,6.98488e-05,4.78949e-04,1.94531e-03,8.10300e-05,4.66952e-04,4.85234e-04,1.77477e-03,5.45004e-03,4.43759e-04,1.66638e-03,1.84705e-03
2.19881e-06,3.60715e-05,1.21219e-07,2.18974e-06,2.20269e-06,6.98488e-05,4.23307e-04,6.28237e-06,6.95571e-05,6.99765e-05,4.85234e-04,1.98396e-03,8.18676e-05,4.78949e-04,4.88171e-04,1.84705e-03,5.68626e-03,4.56291e-04,1.77477e-03,1.88629e-03
2.20269e-06,3.61092e-05,1.21558e-07,2.19881e-06,2.20376e-06,6.99765e-05,4.24345e-04,6.29614e-06,6.98488e-05,7.00121e-05,4.88171e-04,2.00275e-03,8.22570e-05,4.85234e-04,4.89020e-04,1.88629e-03,5.84315e-03,4.62869e-04,1.84705e-03,1.89852e-03
2.20376e-06,3.61193e-05,1.21654e-07,2.20269e-06,2.20269e-06,7.00121e-05,4.24632e-04,6.30001e-06,6.99765e-05,6.99765e-05,4.89020e-04,2.00827e-03,8.23693e-05,4.88171e-04,4.88171e-04,1.89852e-03,5.89643e-03,4.64889e-04,1.88629e-03,1.88630e-03
2.20269e-06,3.61092e-05,1.21558e-07,2.20376e-06,2.19881e-06,6.99765e-05,4.24345e-04,6.29614e-06,7.00121e-05,6.98488e-05,4.88171e-04,2.00275e-03,8.22570e-05,4.89020e-04,4.85234e-04,1.88630e-03,5.84333e-03,4.62870e-04,1.89852e-03,1.84709e-03
2.19881e-06,3.60715e-05,1.21219e-07,2.20269e-06,2.18974e-06,6.98488e-05,4.23307e-04,6.28237e-06,6.99765e-05,6.95571e-05,4.85234e-04,1.98396e-03,8.18676e-05,4.88171e-04,4.78950e-04,1.84709e-03,5.68677e-03,4.56295e-04,1.88630e-03,1.77487e-03
2.18974e-06,3.59806e-05,1.20455e-07,2.19881e-06,2.17024e-06,6.95571e-05,4.20904e-04,6.25133e-06,6.98488e-05,6.89482e-05,4.78950e-04,1.94533e-03,8.10301e-05,4.85234e-04,4.66955e-04,1.77487e-03,5.45133e-03,4.43767e-04,1.84709e-03,1.66660e-03
2.17024e-06,3.57763e-05,1.18891e-07,2.18974e-06,2.12984e-06,6.89482e-05,4.15837e-04,6.18739e-06,6.95571e-05,6.77331e-05,4.66955e-04,1.87700e-03,7.94178e-05,4.78950e-04,4.45609e-04,1.66660e-03,5.22846e-03,4.23703e-04,1.77487e-03,1.53890e-03
2.12984e-06,3.53312e-05,1.15831e-07,2.17024e-06,2.04912e-06,6.77331e-05,4.05724e-04,6.06106e-06,6.89482e-05,6.54048e-05,4.45609e-04,1.77108e-03,7.65111e-05,4.66955e-04,4.10430e-04,1.53890e-03,5.22284e-03,3.96099e-04,1.66660e-03,1.46091e-03
2.04912e-06,3.43859e-05,1.10097e-07,2.12984e-06,1.89465e-06,6.54048e-05,3.86770e-04,5.82035e-06,6.77331e-05,6.11415e-05,4.10430e-04,1.63587e-03,7.16292e-05,4.45609e-04,3.58534e-04,1.46091e-03,5.68683e-03,3.65686e-04,1.53890e-03,1.59346e-03
1.89465e-06,3.24396e-05,9.98906e-08,2.04912e-06,1.61558e-06,6.11415e-05,3.54282e-04,5.38027e-06,6.54048e-05,5.37336e-05,3.58534e-04,1.51887e-03,6.41793e-05,4.10430e-04,2.95998e-04,1.59346e-03,6.52277e-03,3.44663e-04,1.46091e-03,2.14206e-03
1.61558e-06,2.85950e-05,8.28888e-08,1.89465e-06,1.15081e-06,5.37336e-05,3.05994e-04,4.61675e-06,6.11415e-05,4.16283e-05,2.95998e-04,1.50837e-03,5.43291e-05,3.58534e-04,2.54259e-04,2.14206e-03,6.70274e-03,3.47664e-04,1.59346e-03,2.96062e-03
1.15081e-06,2.14534e-05,5.69675e-08,1.61558e-06,4.76269e-07,4.16283e-05,2.50726e-04,3.38530e-06,5.37336e-05,2.41132e-05,2.54259e-04,1.62385e-03,4.39906e-05,2.95998e-04,3.83056e-04,2.96062e-03,5.04505e-03,3.73903e-04,2.14206e-03,-5.20665e-04
5.69675e-08,1.15081e-06,2.70877e-09,2.24255e-08,8.28888e-08,3.38529e-06,4.16281e-05,2.13829e-07,1.65151e-06,4.61675e-06,4.39873e-05,2.54149e-04,6.12005e-06,4.37728e-05,5.43267e-05,3.73498e-04,2.95501e-03,5.32484e-05,2.38390e-04,3.47384e-04
8.28888e-08,1.61558e-06,4.03958e-09,5.69675e-08,9.98906e-08,4.61675e-06,5.37335e-05,3.03245e-07,3.38529e-06,5.38027e-06,5.43267e-05,2.95929e-04,8.06278e-06,4.39873e-05,6.41778e-05,3.47384e-04,2.13855e-03,5.87737e-05,3.73498e-04,3.44503e-04
9.98906e-08,1.89465e-06,4.97414e-09,8.28888e-08,1.10097e-07,5.38027e-06,6.11414e-05,3.62180e-07,4.61675e-06,5.82035e-06,6.41778e-05,3.58498e-04,9.45344e-06,5.43267e-05,7.16285e-05,3.44503e-04,1.59149e-03,6.84148e-05,3.47384e-04,3.65604e-04
1.10097e-07,2.04912e-06,5.57463e-09,9.98906e-08,1.15831e-07,5.82035e-06,6.54047e-05,3.97862e-07,5.38027e-06,6.06106e-06,7.16285e-05,4.10413e-04,1.03743e-05,6.41778e-05,7.65108e-05,3.65604e-04,1.45988e-03,7.77676e-05,3.44503e-04,3.96060e-04
1.15831e-07,2.12984e-06,5.93452e-09,1.10097e-07,1.18891e-07,6.06106e-06,6.77330e-05,4.18177e-07,5.82035e-06,6.18739e-06,7.65108e-05,4.45602e-04,1.09425e-05,7.16285e-05,7.94176e-05,3.96060e-04,1.53841e-03,8.51424e-05,3.65604e-04,4.23685e-04
1.18891e-07,2.17024e-06,6.13844e-09,1.15831e-07,1.20455e-07,6.18739e-06,6.89482e-05,4.29206e-07,6.06106e-06,6.25133e-06,7.94176e-05,4.66952e-04,1.12726e-05,7.65108e-05,8.10300e-05,4.23685e-04,1.66638e-03,9.02697e-05,3.96060e-04,4.43759e-04
1.20455e-07,2.18974e-06,6.24850e-09,1.18891e-07,1.21219e-07,6.25133e-06,6.95571e-05,4.34955e-07,6.18739e-06,6.28237e-06,8.10300e-05,4.78949e-04,1.14543e-05,7.94176e-05,8.18676e-05,4.43759e-04,1.77477e-03,9.35141e-05,4.23685e-04,4.56291e-04
1.21219e-07,2.19881e-06,6.30486e-09,1.20455e-07,1.21558e-07,6.28237e-06,6.98488e-05,4.37819e-07,6.25133e-06,6.29614e-06,8.18676e-05,4.85234e-04,1.15488e-05,8.10300e-05,8.22570e-05,4.56291e-04,1.84705e-03,9.53923e-05,4.43759e-04,4.62869e-04
1.21558e-07,2.20269e-06,6.33089e-09,1.21219e-07,1.21654e-07,6.29614e-06,6.99765e-05,4.39116e-07,6.28237e-06,6.30001e-06,8.22570e-05,4.88171e-04,1.15929e-05,8.18676e-05,8.23693e-05,4.62869e-04,1.88629e-03,9.63391e-05,4.56291e-04,4.64889e-04
1.21654e-07,2.20376e-06,6.33838e-09,1.21558e-07,1.21558e-07,6.30001e-06,7.00121e-05,4.39485e-07,6.29614e-06,6.29614e-06,8.23693e-05,4.89020e-04,1.16057e-05,8.22570e-05,8.22570e-05,4.64889e-04,1.89852e-03,9.66248e-05,4.62869e-04,4.62870e-04
1.21558e-07,2.20269e-06,6.33089e-09,1.21654e-07,1.21219e-07,6.29614e-06,6.99765e-05,4.39116e-07,6.30001e-06,6.28237e-06,8.22570e-05,4.88171e-04,1.15929e-05,8.23693e-05,8.18676e-05,4.62870e-04,1.88630e-03,9.63392e-05,4.64889e-04,4.56295e-04
1.21219e-07,2.19881e-06,6.30486e-09,1.21558e-07,1.20455e-07,6.28237e-06,6.98488e-05,4.37819e-07,6.29614e-06,6.25133e-06,8.18676e-05,4.85234e-04,1.15488e-05,8.22570e-05,8.10301e-05,4.56295e-04,1.84709e-03,9.53925e-05,4.62870e-04,4.43767e-04
1.20455e-07,2.18974e-06,6.24851e-09,1.21219e-07,1.18891e-07,6.25133e-06,6.95571e-05,4.34955e-07,6.28237e-06,6.18739e-06,8.10301e-05,4.78950e-04,1.14543e-05,8.18676e-05,7.94178e-05,4.43767e-04,1.77487e-03,9.35146e-05,4.56295e-04,4.23703e-04
1.18891e-07,2.17024e-06,6.13844e-09,1.20455e-07,1.15831e-07,6.18739e-06,6.89482e-05,4.29206e-07,6.25133e-06,6.06106e-06,7.94178e-05,4.66955e-04,1.12726e-05,8.10301e-05,7.65111e-05,4.23703e-04,1.66660e-03,9.02709e-05,4.43767e-04,3.96099e-04
1.15831e-07,2.12984e-06,5.93452e-09,1.18891e-07,1.10097e-07,6.06106e-06,6.77331e-05,4.18177e-07,6.18739e-06,5.82035e-06,7.65111e-05,4.45609e-04,1.09426e-05,7.94178e-05,7.16292e-05,3.96099e-04,1.53890e-03,8.51450e-05,4.23703e-04,3.65686e-04
1.10097e-07,2.04912e-06,5.57463e-09,1.15831e-07,9.98906e-08,5.82035e-06,6.54048e-05,3.97862e-07,6.06106e-06,5.38027e-06,7.16292e-05,4.10430e-04,1.03743e-05,7.65111e-05,6.41793e-05,3.65686e-04,1.46091e-03,7.77727e-05,3.96099e-04,3.44663e-04
9.98906e-08,1.89465e-06,4.97415e-09,1.10097e-07,8.28888e-08,5.38027e-06,6.11415e-05,3.62180e-07,5.82035e-06,4.61675e-06,6.41793e-05,3.58534e-04,9.45349e-06,7.16292e-05,5.43291e-05,3.44663e-04,1.59346e-03,6.84241e-05,3.65686e-04,3.47664e-04
8.28888e-08,1.61558e-06,4.03958e-09,9.98906e-08,5.69675e-08,4.61675e-06,5.37336e-05,3.03245e-07,5.38027e-06,3.38530e-06,5.43291e-05,2.95998e-04,8.06286e-06,6.41793e-05,4.39906e-05,3.47664e-04,2.14206e-03,5.87886e-05,3.44663e-04,3.73903e-04
5.69675e-08,1.15081e-06,2.70877e-09,8.28888e-08,2.24255e-08,3.38530e-06,4.16283e-05,2.13829e-07,4.61675e-06,1.65151e-06,4.39906e-05,2.54259e-04,6.12015e-06,5.43291e-05,4.37750e-05,3.73903e-04,2.96062e-03,5.32672e-05,3.47664e-04,2.38759e-04
2.70877e-09,5.69675e-08,1.25778e-10,1.03568e-09,4.03958e-09,2.13829e-07,3.38529e-06,1.19411e-08,9.58811e-08,3.03245e-07,6.12005e-06,4.39873e-05,5.49025e-07,4.09770e-06,8.06278e-06,5.32484e-05,3.73498e-04,7.84688e-06,6.03921e-05,5.87737e-05
