"p^n-2_i,j","p^n-2_i-1,j","p^n-2_i+1,j","p^n-2_i,j-1","p^n-2_i,j+1","p^n-1_i,j","p^n-1_i-1,j","p^n-1_i+1,j","p^n-1_i,j-1","p^n-1_i,j+1","p^n_i,j","p^n_i-1,j","p^n_i+1,j","p^n_i,j-1","p^n_i,j+1","p^n+1_i,j","p^n+1_i-1,j","p^n+1_i+1,j","p^n+1_i,j-1","p^n+1_i,j+1"
3.22600e-08,8.02621e-07,1.29754e-09,2.67609e-08,3.54860e-08,7.30322e-06,1.24680e-04,3.85618e-07,6.23290e-06,7.89377e-06,3.38794e-04,1.78013e-03,3.04131e-05,2.98591e-04,3.61924e-04,1.64011e-03,6.32724e-03,3.29455e-04,1.33772e-03,1.90579e-03
3.54860e-08,8.65276e-07,1.45255e-09,3.22600e-08,3.72485e-08,7.89377e-06,1.32057e-04,4.24805e-07,7.30322e-06,8.20134e-06,3.61924e-04,1.94871e-03,3.28637e-05,3.38794e-04,3.74562e-04,1.90579e-03,6.76097e-03,3.68706e-04,1.64011e-03,2.08985e-03
3.72485e-08,8.96631e-07,1.54365e-09,3.54860e-08,3.81591e-08,8.20134e-06,1.35624e-04,4.46770e-07,7.89377e-06,8.35477e-06,3.74562e-04,2.04873e-03,3.41998e-05,3.61924e-04,3.81163e-04,2.08985e-03,7.39589e-03,3.94800e-04,1.90579e-03,2.20282e-03
3.81591e-08,9.11566e-07,1.59410e-09,3.72485e-08,3.86082e-08,8.35477e-06,1.37297e-04,4.58463e-07,8.20134e-06,8.42864e-06,3.81163e-04,2.10260e-03,3.48992e-05,3.74562e-04,3.84473e-04,2.20282e-03,7.92673e-03,4.10459e-04,2.08985e-03,2.26675e-03
3.86082e-08,9.18401e-07,1.62066e-09,3.81591e-08,3.88194e-08,8.42864e-06,1.38062e-04,4.64425e-07,8.35477e-06,8.46288e-06,3.84473e-04,2.12974e-03,3.52524e-05,3.81163e-04,3.86060e-04,2.26675e-03,8.27941e-03,4.19186e-04,2.20282e-03,2.30041e-03
3.88194e-08,9.21409e-07,1.63391e-09,3.86082e-08,3.89103e-08,8.46288e-06,1.38402e-04,4.67328e-07,8.42864e-06,8.47751e-06,3.86060e-04,2.14266e-03,3.54236e-05,3.84473e-04,3.86755e-04,2.30041e-03,8.48200e-03,4.23732e-04,2.26675e-03,2.31618e-03
3.89103e-08,9.22633e-07,1.63989e-09,3.88194e-08,3.89354e-08,8.47751e-06,1.38542e-04,4.68616e-07,8.46288e-06,8.48153e-06,3.86755e-04,2.14825e-03,3.54995e-05,3.86060e-04,3.86948e-04,2.31618e-03,8.58143e-03,4.25849e-04,2.30041e-03,2.32075e-03
3.89354e-08,9.22960e-07,1.64159e-09,3.89103e-08,3.89103e-08,8.48153e-06,1.38580e-04,4.68979e-07,8.47751e-06,8.47751e-06,3.86948e-04,2.14980e-03,3.55208e-05,3.86755e-04,3.86755e-04,2.32075e-03,8.61079e-03,4.26460e-04,2.31618e-03,2.31618e-03
3.89103e-08,9.22633e-07,1.63990e-09,3.89354e-08,3.88195e-08,8.47751e-06,1.38542e-04,4.68616e-07,8.48153e-06,8.46288e-06,3.86755e-04,2.14825e-03,3.54995e-05,3.86948e-04,3.86060e-04,2.31618e-03,8.58144e-03,4.25849e-04,2.32075e-03,2.30041e-03
3.88195e-08,9.21409e-07,1.63392e-09,3.89103e-08,3.86082e-08,8.46288e-06,1.38402e-04,4.67328e-07,8.47751e-06,8.42864e-06,3.86060e-04,2.14266e-03,3.54236e-05,3.86755e-04,3.84473e-04,2.30041e-03,8.48204e-03,4.23732e-04,2.31618e-03,2.26676e-03
3.86082e-08,9.18401e-07,1.62067e-09,3.88195e-08,3.81591e-08,8.42864e-06,1.38062e-04,4.64425e-07,8.46288e-06,8.35477e-06,3.84473e-04,2.12974e-03,3.52524e-05,3.86060e-04,3.81163e-04,2.26676e-03,8.27951e-03,4.19186e-04,2.30041e-03,2.20284e-03
3.81591e-08,9.11566e-07,1.59411e-09,3.86082e-08,3.72485e-08,8.35477e-06,1.37297e-04,4.58463e-07,8.42864e-06,8.20134e-06,3.81163e-04,2.10260e-03,3.48992e-05,3.84473e-04,3.74562e-04,2.20284e-03,7.92700e-03,4.10460e-04,2.26676e-03,2.08990e-03
3.72485e-08,8.96631e-07,1.54365e-09,3.81591e-08,3.54861e-08,8.20134e-06,1.35624e-04,4.46770e-07,8.35477e-06,7.89377e-06,3.74562e-04,2.04874e-03,3.41998e-05,3.81163e-04,3.61924e-04,2.08990e-03,7.39659e-03,3.94802e-04,2.20284e-03,1.90589e-03
3.54861e-08,8.65276e-07,1.45255e-09,3.72485e-08,3.22601e-08,7.89377e-06,1.32057e-04,4.24805e-07,8.20134e-06,7.30322e-06,3.61924e-04,1.94872e-03,3.28638e-05,3.74562e-04,3.38794e-04,1.90589e-03,6.76274e-03,3.68710e-04,2.08990e-03,1.64032e-03
3.22601e-08,8.02621e-07,1.29755e-09,3.54861e-08,2.67609e-08,7.30322e-06,1.24680e-04,3.85618e-07,7.89377e-06,6.23290e-06,3.38794e-04,1.78015e-03,3.04131e-05,3.61924e-04,2.98592e-04,1.64032e-03,6.33147e-03,3.29464e-04,1.90589e-03,1.33812e-03
2.67609e-08,6.85286e-07,1.05242e-09,3.22601e-08,1.82285e-08,6.23290e-06,1.10039e-04,3.20190e-07,7.30322e-06,4.44493e-06,2.98592e-04,1.53818e-03,2.61447e-05,3.38794e-04,2.32753e-04,1.33812e-03,6.63540e-03,2.79103e-04,1.64032e-03,1.19750e-03
1.82285e-08,4.84379e-07,6.99139e-10,2.67609e-08,6.59322e-09,4.44493e-06,8.27055e-05,2.20233e-07,6.23290e-06,1.84395e-06,2.32753e-04,1.28625e-03,1.92307e-05,2.98592e-04,1.37344e-04,1.19750e-03,7.79570e-03,2.30111e-04,1.33812e-03,2.12486e-03
6.99131e-10,1.82284e-08,2.72045e-11,2.47438e-10,1.05241e-09,2.20233e-07,4.44493e-06,1.04775e-08,8.68491e-08,3.20190e-07,1.92307e-05,2.32752e-04,1.22211e-06,9.46882e-06,2.61447e-05,2.30092e-04,1.19686e-03,3.39043e-05,2.46217e-04,2.79089e-04
1.05241e-09,2.67609e-08,4.16732e-11,6.99131e-10,1.29754e-09,3.20190e-07,6.23290e-06,1.56159e-08,2.20233e-07,3.85618e-07,2.61447e-05,2.98591e-04,1.72979e-06,1.92307e-05,3.04131e-05,2.79089e-04,1.33772e-03,4.43748e-05,2.30092e-04,3.29455e-04
1.29754e-09,3.22600e-08,5.22869e-11,1.05241e-09,1.45255e-09,3.85618e-07,7.30322e-06,1.92192e-08,3.20190e-07,4.24805e-07,3.04131e-05,3.38794e-04,2.06337e-06,2.61447e-05,3.28637e-05,3.29455e-04,1.64011e-03,5.19079e-05,2.79089e-04,3.68706e-04
1.45255e-09,3.54860e-08,5.94133e-11,1.29754e-09,1.54365e-09,4.24805e-07,7.89377e-06,2.15306e-08,3.85618e-07,4.46770e-07,3.28637e-05,3.61924e-04,2.26467e-06,3.04131e-05,3.41998e-05,3.68706e-04,1.90579e-03,5.69179e-05,3.29455e-04,3.94800e-04
1.54365e-09,3.72485e-08,6.38634e-11,1.45255e-09,1.59410e-09,4.46770e-07,8.20134e-06,2.29133e-08,4.24805e-07,4.58463e-07,3.41998e-05,3.74562e-04,2.37889e-06,3.28637e-05,3.48992e-05,3.94800e-04,2.08985e-03,6.00198e-05,3.68706e-04,4.10459e-04
1.59410e-09,3.81591e-08,6.64787e-11,1.54365e-09,1.62066e-09,4.58463e-07,8.35477e-06,2.36953e-08,4.46770e-07,4.64425e-07,3.48992e-05,3.81163e-04,2.44071e-06,3.41998e-05,3.52524e-05,4.10459e-04,2.20282e-03,6.18257e-05,3.94800e-04,4.19186e-04
1.62066e-09,3.86082e-08,6.79353e-11,1.59410e-09,1.63391e-09,4.64425e-07,8.42864e-06,2.41166e-08,4.58463e-07,4.67328e-07,3.52524e-05,3.84473e-04,2.47286e-06,3.48992e-05,3.54236e-05,4.19186e-04,2.26675e-03,6.28216e-05,4.10459e-04,4.23732e-04
1.63391e-09,3.88194e-08,6.87003e-11,1.62066e-09,1.63989e-09,4.67328e-07,8.46288e-06,2.43320e-08,4.64425e-07,4.68616e-07,3.54236e-05,3.86060e-04,2.48883e-06,3.52524e-05,3.54995e-05,4.23732e-04,2.30041e-03,6.33400e-05,4.19186e-04,4.25849e-04
1.63989e-09,3.89103e-08,6.90602e-11,1.63391e-09,1.64159e-09,4.68616e-07,8.47751e-06,2.44313e-08,4.67328e-07,4.68979e-07,3.54995e-05,3.86755e-04,2.49605e-06,3.54236e-05,3.55208e-05,4.25849e-04,2.31618e-03,6.35821e-05,4.23732e-04,4.26460e-04
1.64159e-09,3.89354e-08,6.91649e-11,1.63989e-09,1.63990e-09,4.68979e-07,8.48153e-06,2.44598e-08,4.68616e-07,4.68616e-07,3.55208e-05,3.86948e-04,2.49810e-06,3.54995e-05,3.54995e-05,4.26460e-04,2.32075e-03,6.36523e-05,4.25849e-04,4.25849e-04
1.63990e-09,3.89103e-08,6.90603e-11,1.64159e-09,1.63392e-09,4.68616e-07,8.47751e-06,2.44313e-08,4.68979e-07,4.67328e-07,3.54995e-05,3.86755e-04,2.49605e-06,3.55208e-05,3.54236e-05,4.25849e-04,2.31618e-03,6.35821e-05,4.26460e-04,4.23732e-04
1.63392e-09,3.88195e-08,6.87005e-11,1.63990e-09,1.62067e-09,4.67328e-07,8.46288e-06,2.43320e-08,4.68616e-07,4.64425e-07,3.54236e-05,3.86060e-04,2.48883e-06,3.54995e-05,3.52524e-05,4.23732e-04,2.30041e-03,6.33400e-05,4.25849e-04,4.19186e-04
1.62067e-09,3.86082e-08,6.79356e-11,1.63392e-09,1.59411e-09,4.64425e-07,8.42864e-06,2.41166e-08,4.67328e-07,4.58463e-07,3.52524e-05,3.84473e-04,2.47286e-06,3.54236e-05,3.48992e-05,4.19186e-04,2.26676e-03,6.28217e-05,4.23732e-04,4.10460e-04
1.59411e-09,3.81591e-08,6.64791e-11,1.62067e-09,1.54365e-09,4.58463e-07,8.35477e-06,2.36954e-08,4.64425e-07,4.46770e-07,3.48992e-05,3.81163e-04,2.44071e-06,3.52524e-05,3.41998e-05,4.10460e-04,2.20284e-03,6.18258e-05,4.19186e-04,3.94802e-04
1.54365e-09,3.72485e-08,6.38640e-11,1.59411e-09,1.45255e-09,4.46770e-07,8.20134e-06,2.29134e-08,4.58463e-07,4.24805e-07,3.41998e-05,3.74562e-04,2.37889e-06,3.48992e-05,3.28638e-05,3.94802e-04,2.08990e-03,6.00199e-05,4.10460e-04,3.68710e-04
1.45255e-09,3.54861e-08,5.94141e-11,1.54365e-09,1.29755e-09,4.24805e-07,7.89377e-06,2.15306e-08,4.46770e-07,3.85618e-07,3.28638e-05,3.61924e-04,2.26467e-06,3.41998e-05,3.04131e-05,3.68710e-04,1.90589e-03,5.69181e-05,3.94802e-04,3.29464e-04
1.29755e-09,3.22601e-08,5.22877e-11,1.45255e-09,1.05242e-09,3.85618e-07,7.30322e-06,1.92192e-08,4.24805e-07,3.20190e-07,3.04131e-05,3.38794e-04,2.06337e-06,3.28638e-05,2.61447e-05,3.29464e-04,1.64032e-03,5.19082e-05,3.68710e-04,2.79103e-04
1.05242e-09,2.67609e-08,4.16740e-11,1.29755e-09,6.99139e-10,3.20190e-07,6.23290e-06,1.56159e-08,3.85618e-07,2.20233e-07,2.61447e-05,2.98592e-04,1.72979e-06,3.04131e-05,1.92307e-05,2.79103e-04,1.33812e-03,4.43753e-05,3.29464e-04,2.30111e-04
6.99139e-10,1.82285e-08,2.72052e-11,1.05242e-09,2.47441e-10,2.20233e-07,4.44493e-06,1.04775e-08,3.20190e-07,8.68492e-08,1.92307e-05,2.32753e-04,1.22211e-06,2.61447e-05,9.46883e-06,2.30111e-04,1.19750e-03,3.39049e-05,2.79103e-04,2.46230e-04
2.72045e-11,6.99131e-10,1.07031e-12,9.50604e-12,4.16732e-11,1.04775e-08,2.20233e-07,4.86673e-10,4.01173e-09,1.56159e-08,1.22211e-06,1.92307e-05,6.84605e-08,5.51377e-07,1.72979e-06,3.39043e-05,2.30092e-04,3.09786e-06,2.33170e-05,4.43748e-05
4.16732e-11,1.05241e-09,1.66039e-12,2.72045e-11,5.22869e-11,1.56159e-08,3.20190e-07,7.38179e-10,1.04775e-08,1.92192e-08,1.72979e-06,2.61447e-05,9.96763e-08,1.22211e-06,2.06337e-06,4.43748e-05,2.79089e-04,4.26112e-06,3.39043e-05,5.19079e-05
5.22869e-11,1.29754e-09,2.11208e-12,4.16732e-11,5.94133e-11,1.92192e-08,3.85618e-07,9.24101e-10,1.56159e-08,2.15306e-08,2.06337e-06,3.04131e-05,1.21467e-07,1.72979e-06,2.26467e-06,5.19079e-05,3.29455e-04,5.06702e-06,4.43748e-05,5.69179e-05
5.94133e-11,1.45255e-09,2.43033e-12,5.22869e-11,6.38634e-11,2.15306e-08,4.24805e-07,1.05024e-09,1.92192e-08,2.29133e-08,2.26467e-06,3.28637e-05,1.35377e-07,2.06337e-06,2.37889e-06,5.69179e-05,3.68706e-04,5.58553e-06,5.19079e-05,6.00198e-05
6.38634e-11,1.54365e-09,2.63934e-12,5.94133e-11,6.64787e-11,2.29133e-08,4.46770e-07,1.13004e-09,2.15306e-08,2.36953e-08,2.37889e-06,3.41998e-05,1.43679e-07,2.26467e-06,2.44071e-06,6.00198e-05,3.94800e-04,5.89989e-06,5.69179e-05,6.18257e-05
6.64787e-11,1.59410e-09,2.76853e-12,6.38634e-11,6.79353e-11,2.36953e-08,4.58463e-07,1.17766e-09,2.29133e-08,2.41166e-08,2.44071e-06,3.48992e-05,1.48377e-07,2.37889e-06,2.47286e-06,6.18257e-05,4.10459e-04,6.08117e-06,6.00198e-05,6.28216e-05
6.79353e-11,1.62066e-09,2.84408e-12,6.64787e-11,6.87003e-11,2.41166e-08,4.64425e-07,1.20464e-09,2.36953e-08,2.43320e-08,2.47286e-06,3.52524e-05,1.50917e-07,2.44071e-06,2.48883e-06,6.28216e-05,4.19186e-04,6.18105e-06,6.18257e-05,6.33400e-05
6.87003e-11,1.63391e-09,2.88557e-12,6.79353e-11,6.90602e-11,2.43320e-08,4.67328e-07,1.21906e-09,2.41166e-08,2.44313e-08,2.48883e-06,3.54236e-05,1.52223e-07,2.47286e-06,2.49605e-06,6.33400e-05,4.23732e-04,6.23325e-06,6.28216e-05,6.35821e-05
6.90602e-11,1.63989e-09,2.90580e-12,6.87003e-11,6.91649e-11,2.44313e-08,4.68616e-07,1.22595e-09,2.43320e-08,2.44598e-08,2.49605e-06,3.54995e-05,1.52829e-07,2.48883e-06,2.49810e-06,6.35821e-05,4.25849e-04,6.25779e-06,6.33400e-05,6.36523e-05
6.91649e-11,1.64159e-09,2.91181e-12,6.90602e-11,6.90603e-11,2.44598e-08,4.68979e-07,1.22797e-09,2.44313e-08,2.44313e-08,2.49810e-06,3.55208e-05,1.53004e-07,2.49605e-06,2.49605e-06,6.36523e-05,4.26460e-04,6.26493e-06,6.35821e-05,6.35821e-05
6.90603e-11,1.63990e-09,2.90581e-12,6.91649e-11,6.87005e-11,2.44313e-08,4.68616e-07,1.22595e-09,2.44598e-08,2.43320e-08,2.49605e-06,3.54995e-05,1.52829e-07,2.49810e-06,2.48883e-06,6.35821e-05,4.25849e-04,6.25779e-06,6.36523e-05,6.33400e-05
6.87005e-11,1.63392e-09,2.88558e-12,6.90603e-11,6.79356e-11,2.43320e-08,4.67328e-07,1.21906e-09,2.44313e-08,2.41166e-08,2.48883e-06,3.54236e-05,1.52223e-07,2.49605e-06,2.47286e-06,6.33400e-05,4.23732e-04,6.23325e-06,6.35821e-05,6.28217e-05
6.79356e-11,1.62067e-09,2.84410e-12,6.87005e-11,6.64791e-11,2.41166e-08,4.64425e-07,1.20464e-09,2.43320e-08,2.36954e-08,2.47286e-06,3.52524e-05,1.50917e-07,2.48883e-06,2.44071e-06,6.28217e-05,4.19186e-04,6.18105e-06,6.33400e-05,6.18258e-05
6.64791e-11,1.59411e-09,2.76856e-12,6.79356e-11,6.38640e-11,2.36954e-08,4.58463e-07,1.17766e-09,2.41166e-08,2.29134e-08,2.44071e-06,3.48992e-05,1.48377e-07,2.47286e-06,2.37889e-06,6.18258e-05,4.10460e-04,6.08117e-06,6.28217e-05,6.00199e-05
6.38640e-11,1.54365e-09,2.63937e-12,6.64791e-11,5.94141e-11,2.29134e-08,4.46770e-07,1.13004e-09,2.36954e-08,2.15306e-08,2.37889e-06,3.41998e-05,1.43679e-07,2.44071e-06,2.26467e-06,6.00199e-05,3.94802e-04,5.89989e-06,6.18258e-05,5.69181e-05
5.94141e-11,1.45255e-09,2.43038e-12,6.38640e-11,5.22877e-11,2.15306e-08,4.24805e-07,1.05025e-09,2.29134e-08,1.92192e-08,2.26467e-06,3.28638e-05,1.35377e-07,2.37889e-06,2.06337e-06,5.69181e-05,3.68710e-04,5.58553e-06,6.00199e-05,5.19082e-05
5.22877e-11,1.29755e-09,2.11213e-12,5.94141e-11,4.16740e-11,1.92192e-08,3.85618e-07,9.24102e-10,2.15306e-08,1.56159e-08,2.06337e-06,3.04131e-05,1.21467e-07,2.26467e-06,1.72979e-06,5.19082e-05,3.29464e-04,5.06703e-06,5.69181e-05,4.43753e-05
4.16740e-11,1.05242e-09,1.66044e-12,5.22877e-11,2.72052e-11,1.56159e-08,3.20190e-07,7.38181e-10,1.92192e-08,1.04775e-08,1.72979e-06,2.61447e-05,9.96763e-08,2.06337e-06,1.22211e-06,4.43753e-05,2.79103e-04,4.26113e-06,5.19082e-05,3.39049e-05
2.72052e-11,6.99139e-10,1.07035e-12,4.16740e-11,9.50631e-12,1.04775e-08,2.20233e-07,4.86674e-10,1.56159e-08,4.01174e-09,1.22211e-06,1.92307e-05,6.84605e-08,1.72979e-06,5.51377e-07,3.39049e-05,2.30111e-04,3.09788e-06,4.43753e-05,2.33173e-05
1.07031e-12,2.72045e-11,4.24705e-14,3.70927e-13,1.66039e-12,4.86673e-10,1.04775e-08,2.22523e-11,1.82840e-10,7.38179e-10,6.84605e-08,1.22211e-06,3.56795e-09,2.94178e-08,9.96763e-08,3.09786e-06,3.39043e-05,2.21166e-07,1.74002e-06,4.26112e-06
1.66039e-12,4.16732e-11,6.65104e-14,1.07031e-12,2.11208e-12,7.38179e-10,1.56159e-08,3.41872e-11,4.86673e-10,9.24101e-10,9.96763e-08,1.72979e-06,5.30064e-09,6.84605e-08,1.21467e-07,4.26112e-06,4.43748e-05,3.14663e-07,3.09786e-06,5.06702e-06
2.11208e-12,5.22869e-11,8.55331e-14,1.66039e-12,2.43033e-12,9.24101e-10,1.92192e-08,4.33767e-11,7.38179e-10,1.05024e-09,1.21467e-07,2.06337e-06,6.57304e-09,9.96763e-08,1.35377e-07,5.06702e-06,5.19079e-05,3.81163e-07,4.26112e-06,5.58553e-06
2.43033e-12,5.94133e-11,9.94695e-14,2.11208e-12,2.63934e-12,1.05024e-09,2.15306e-08,4.99028e-11,9.24101e-10,1.13004e-09,1.35377e-07,2.26467e-06,7.42830e-09,1.21467e-07,1.43679e-07,5.58553e-06,5.69179e-05,4.24802e-07,5.06702e-06,5.89989e-06
2.63934e-12,6.38634e-11,1.09015e-13,2.43033e-12,2.76853e-12,1.13004e-09,2.29133e-08,5.42313e-11,1.05024e-09,1.17766e-09,1.43679e-07,2.37889e-06,7.96455e-09,1.35377e-07,1.48377e-07,5.89989e-06,6.00198e-05,4.51697e-07,5.58553e-06,6.08117e-06
2.76853e-12,6.64787e-11,1.15175e-13,2.63934e-12,2.84408e-12,1.17766e-09,2.36953e-08,5.69381e-11,1.13004e-09,1.20464e-09,1.48377e-07,2.44071e-06,8.28228e-09,1.43679e-07,1.50917e-07,6.08117e-06,6.18257e-05,4.67445e-07,5.89989e-06,6.18105e-06
2.84408e-12,6.79353e-11,1.18932e-13,2.76853e-12,2.88557e-12,1.20464e-09,2.41166e-08,5.85415e-11,1.17766e-09,1.21906e-09,1.50917e-07,2.47286e-06,8.46139e-09,1.48377e-07,1.52223e-07,6.18105e-06,6.28216e-05,4.76251e-07,6.08117e-06,6.23325e-06
2.88557e-12,6.87003e-11,1.21076e-13,2.84408e-12,2.90580e-12,1.21906e-09,2.43320e-08,5.94337e-11,1.20464e-09,1.22595e-09,1.52223e-07,2.48883e-06,8.55686e-09,1.50917e-07,1.52829e-07,6.23325e-06,6.33400e-05,4.80921e-07,6.18105e-06,6.25779e-06
2.90580e-12,6.90602e-11,1.22155e-13,2.88557e-12,2.91181e-12,1.22595e-09,2.44313e-08,5.98739e-11,1.21906e-09,1.22797e-09,1.52829e-07,2.49605e-06,8.60243e-09,1.52223e-07,1.53004e-07,6.25779e-06,6.35821e-05,4.83143e-07,6.23325e-06,6.26493e-06
2.91181e-12,6.91649e-11,1.22481e-13,2.90580e-12,2.90581e-12,1.22797e-09,2.44598e-08,6.00055e-11,1.22595e-09,1.22595e-09,1.53004e-07,2.49810e-06,8.61581e-09,1.52829e-07,1.52829e-07,6.26493e-06,6.36523e-05,4.83794e-07,6.25779e-06,6.25779e-06
2.90581e-12,6.90603e-11,1.22155e-13,2.91181e-12,2.88558e-12,1.22595e-09,2.44313e-08,5.98739e-11,1.22797e-09,1.21906e-09,1.52829e-07,2.49605e-06,8.60244e-09,1.53004e-07,1.52223e-07,6.25779e-06,6.35821e-05,4.83143e-07,6.26493e-06,6.23325e-06
2.88558e-12,6.87005e-11,1.21077e-13,2.90581e-12,2.84410e-12,1.21906e-09,2.43320e-08,5.94338e-11,1.22595e-09,1.20464e-09,1.52223e-07,2.48883e-06,8.55687e-09,1.52829e-07,1.50917e-07,6.23325e-06,6.33400e-05,4.80921e-07,6.25779e-06,6.18105e-06
2.84410e-12,6.79356e-11,1.18933e-13,2.88558e-12,2.76856e-12,1.20464e-09,2.41166e-08,5.85416e-11,1.21906e-09,1.17766e-09,1.50917e-07,2.47286e-06,8.46140e-09,1.52223e-07,1.48377e-07,6.18105e-06,6.28217e-05,4.76251e-07,6.23325e-06,6.08117e-06
2.76856e-12,6.64791e-11,1.15177e-13,2.84410e-12,2.63937e-12,1.17766e-09,2.36954e-08,5.69382e-11,1.20464e-09,1.13004e-09,1.48377e-07,2.44071e-06,8.28229e-09,1.50917e-07,1.43679e-07,6.08117e-06,6.18258e-05,4.67445e-07,6.18105e-06,5.89989e-06
2.63937e-12,6.38640e-11,1.09017e-13,2.76856e-12,2.43038e-12,1.13004e-09,2.29134e-08,5.42314e-11,1.17766e-09,1.05025e-09,1.43679e-07,2.37889e-06,7.96455e-09,1.48377e-07,1.35377e-07,5.89989e-06,6.00199e-05,4.51698e-07,6.08117e-06,5.58553e-06
2.43038e-12,5.94141e-11,9.94722e-14,2.63937e-12,2.11213e-12,1.05025e-09,2.15306e-08,4.99029e-11,1.13004e-09,9.24102e-10,1.35377e-07,2.26467e-06,7.42830e-09,1.43679e-07,1.21467e-07,5.58553e-06,5.69181e-05,4.24802e-07,5.89989e-06,5.06703e-06
2.11213e-12,5.22877e-11,8.55361e-14,2.43038e-12,1.66044e-12,9.24102e-10,1.92192e-08,4.33768e-11,1.05025e-09,7.38181e-10,1.21467e-07,2.06337e-06,6.57304e-09,1.35377e-07,9.96763e-08,5.06703e-06,5.19082e-05,3.81163e-07,5.58553e-06,4.26113e-06
1.66044e-12,4.16740e-11,6.65134e-14,2.11213e-12,1.07035e-12,7.38181e-10,1.56159e-08,3.41874e-11,9.24102e-10,4.86674e-10,9.96763e-08,1.72979e-06,5.30064e-09,1.21467e-07,6.84605e-08,4.26113e-06,4.43753e-05,3.14663e-07,5.06703e-06,3.09788e-06
1.07035e-12,2.72052e-11,4.24729e-14,1.66044e-12,3.70945e-13,4.86674e-10,1.04775e-08,2.22524e-11,7.38181e-10,1.82841e-10,6.84605e-08,1.22211e-06,3.56796e-09,9.96763e-08,2.94178e-08,3.09788e-06,3.39049e-05,2.21166e-07,4.26113e-06,1.74003e-06
4.24705e-14,1.07031e-12,1.69668e-15,1.46344e-14,6.65104e-14,2.22523e-11,4.86673e-10,1.00612e-12,8.24965e-12,3.41872e-11,3.56795e-09,6.84605e-08,1.77612e-10,1.48782e-09,5.30064e-09,2.21166e-07,3.09786e-06,1.37063e-08,1.11567e-07,3.14663e-07
6.65104e-14,1.66039e-12,2.67650e-15,4.24705e-14,8.55331e-14,3.41872e-11,7.38179e-10,1.56079e-12,2.22523e-11,4.33767e-11,5.30064e-09,9.96763e-08,2.67797e-10,3.56795e-09,6.57304e-09,3.14663e-07,4.26112e-06,1.99722e-08,2.21166e-07,3.81163e-07
8.55331e-14,2.11208e-12,3.47249e-15,6.65104e-14,9.94695e-14,4.33767e-11,9.24101e-10,2.00171e-12,3.41872e-11,4.99028e-11,6.57304e-09,1.21467e-07,3.36793e-10,5.30064e-09,7.42830e-09,3.81163e-07,5.06702e-06,2.45958e-08,3.14663e-07,4.24802e-07
9.94695e-14,2.43033e-12,4.07457e-15,8.55331e-14,1.09015e-13,4.99028e-11,1.05024e-09,2.32674e-12,4.33767e-11,5.42313e-11,7.42830e-09,1.35377e-07,3.85279e-10,6.57304e-09,7.96455e-09,4.24802e-07,5.58553e-06,2.77364e-08,3.81163e-07,4.51697e-07
1.09015e-13,2.63934e-12,4.50177e-15,9.94695e-14,1.15175e-13,5.42313e-11,1.13004e-09,2.55111e-12,4.99028e-11,5.69381e-11,7.96455e-09,1.43679e-07,4.17071e-10,7.42830e-09,8.28228e-09,4.51697e-07,5.89989e-06,2.97336e-08,4.24802e-07,4.67445e-07
1.15175e-13,2.76853e-12,4.78774e-15,1.09015e-13,1.18932e-13,5.69381e-11,1.17766e-09,2.69721e-12,5.42313e-11,5.85415e-11,8.28228e-09,1.48377e-07,4.36740e-10,7.96455e-09,8.46139e-09,4.67445e-07,6.08117e-06,3.09365e-08,4.51697e-07,4.76251e-07
1.18932e-13,2.84408e-12,4.96859e-15,1.15175e-13,1.21076e-13,5.85415e-11,1.20464e-09,2.78721e-12,5.69381e-11,5.94337e-11,8.46139e-09,1.50917e-07,4.48283e-10,8.28228e-09,8.55686e-09,4.76251e-07,6.18105e-06,3.16266e-08,4.67445e-07,4.80921e-07
1.21076e-13,2.88557e-12,5.07531e-15,1.18932e-13,1.22155e-13,5.94337e-11,1.21906e-09,2.83911e-12,5.85415e-11,5.98739e-11,8.55686e-09,1.52223e-07,4.54659e-10,8.46139e-09,8.60243e-09,4.80921e-07,6.23325e-06,3.20007e-08,4.76251e-07,4.83143e-07
1.22155e-13,2.90580e-12,5.13044e-15,1.21076e-13,1.22481e-13,5.98739e-11,1.22595e-09,2.86544e-12,5.94337e-11,6.00055e-11,8.60243e-09,1.52829e-07,4.57789e-10,8.55686e-09,8.61581e-09,4.83143e-07,6.25779e-06,3.21819e-08,4.80921e-07,4.83794e-07
1.22481e-13,2.91181e-12,5.14736e-15,1.22155e-13,1.22155e-13,6.00055e-11,1.22797e-09,2.87344e-12,5.98739e-11,5.98739e-11,8.61581e-09,1.53004e-07,4.58722e-10,8.60243e-09,8.60244e-09,4.83794e-07,6.26493e-06,3.22355e-08,4.83143e-07,4.83143e-07
1.22155e-13,2.90581e-12,5.13046e-15,1.22481e-13,1.21077e-13,5.98739e-11,1.22595e-09,2.86544e-12,6.00055e-11,5.94338e-11,8.60244e-09,1.52829e-07,4.57789e-10,8.61581e-09,8.55687e-09,4.83143e-07,6.25779e-06,3.21819e-08,4.83794e-07,4.80921e-07
1.21077e-13,2.88558e-12,5.07534e-15,1.22155e-13,1.18933e-13,5.94338e-11,1.21906e-09,2.83911e-12,5.98739e-11,5.85416e-11,8.55687e-09,1.52223e-07,4.54659e-10,8.60244e-09,8.46140e-09,4.80921e-07,6.23325e-06,3.20007e-08,4.83143e-07,4.76251e-07
