"p^n-2_i,j","p^n-2_i-1,j","p^n-2_i+1,j","p^n-2_i,j-1","p^n-2_i,j+1","p^n-1_i,j","p^n-1_i-1,j","p^n-1_i+1,j","p^n-1_i,j-1","p^n-1_i,j+1","p^n_i,j","p^n_i-1,j","p^n_i+1,j","p^n_i,j-1","p^n_i,j+1","p^n+1_i,j","p^n+1_i-1,j","p^n+1_i+1,j","p^n+1_i,j-1","p^n+1_i,j+1"
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.66962e-25,1.62243e-23,2.74494e-26,4.97804e-25,8.10935e-25,7.05409e-22,1.60475e-20,3.09126e-23,5.29489e-22,8.53898e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.10935e-25,1.96632e-23,3.34693e-26,6.66962e-25,9.28010e-25,8.53898e-22,1.93553e-20,3.75390e-23,7.05409e-22,9.73473e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.28010e-25,2.24265e-23,3.84156e-26,8.10935e-25,1.01874e-24,9.73473e-22,2.19836e-20,4.29374e-23,8.53898e-22,1.06517e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.01874e-24,2.45405e-23,4.22923e-26,9.28010e-25,1.08518e-24,1.06517e-21,2.39702e-20,4.71297e-23,9.73473e-22,1.13162e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.08518e-24,2.60685e-23,4.51633e-26,1.01874e-24,1.13001e-24,1.13162e-21,2.53891e-20,5.02062e-23,1.06517e-21,1.17603e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.13001e-24,2.70874e-23,4.71200e-26,1.08518e-24,1.15573e-24,1.17603e-21,2.63250e-20,5.22858e-23,1.13162e-21,1.20134e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.15573e-24,2.76669e-23,4.82517e-26,1.13001e-24,1.16411e-24,1.20134e-21,2.68529e-20,5.34810e-23,1.17603e-21,1.20954e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.16411e-24,2.78546e-23,4.86218e-26,1.15573e-24,1.15576e-24,1.20954e-21,2.70230e-20,5.38702e-23,1.20134e-21,1.20134e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.15576e-24,2.76674e-23,4.82530e-26,1.16411e-24,1.13006e-24,1.20134e-21,2.68530e-20,5.34813e-23,1.20954e-21,1.17604e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.13006e-24,2.70884e-23,4.71225e-26,1.15576e-24,1.08525e-24,1.17604e-21,2.63252e-20,5.22863e-23,1.20134e-21,1.13163e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.08525e-24,2.60699e-23,4.51669e-26,1.13006e-24,1.01883e-24,1.13163e-21,2.53893e-20,5.02069e-23,1.17604e-21,1.06519e-21
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.01883e-24,2.45423e-23,4.22970e-26,1.08525e-24,9.28120e-25,1.06519e-21,2.39705e-20,4.71306e-23,1.13163e-21,9.73493e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.28120e-25,2.24286e-23,3.84211e-26,1.01883e-24,8.11055e-25,9.73493e-22,2.19840e-20,4.29384e-23,1.06519e-21,8.53920e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.11055e-25,1.96655e-23,3.34753e-26,9.28120e-25,6.67083e-25,8.53920e-22,1.93557e-20,3.75401e-23,9.73493e-22,7.05431e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.67083e-25,1.62266e-23,2.74554e-26,8.11055e-25,4.97912e-25,7.05431e-22,1.60480e-20,3.09137e-23,8.53920e-22,5.29507e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.97912e-25,1.21450e-23,2.04435e-26,6.67083e-25,3.07961e-25,5.29507e-22,1.20844e-20,2.31397e-23,7.05431e-22,3.30726e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.07961e-25,7.52697e-24,1.26222e-26,4.97912e-25,1.04259e-25,3.30726e-22,7.56708e-21,1.44209e-23,5.29507e-22,1.17367e-22
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.26183e-26,3.07882e-25,5.17950e-28,4.26778e-27,2.04381e-26,1.44202e-23,3.30713e-22,6.27470e-25,5.10411e-24,2.31387e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.04381e-26,4.97804e-25,8.40226e-28,1.26183e-26,2.74494e-26,2.31387e-23,5.29489e-22,1.00879e-24,1.44202e-23,3.09126e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.74494e-26,6.66962e-25,1.13086e-27,2.04381e-26,3.34693e-26,3.09126e-23,7.05409e-22,1.35101e-24,2.31387e-23,3.75390e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.34693e-26,8.10935e-25,1.38232e-27,2.74494e-26,3.84156e-26,3.75390e-23,8.53898e-22,1.64523e-24,3.09126e-23,4.29374e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.84156e-26,9.28010e-25,1.59080e-27,3.34693e-26,4.22923e-26,4.29374e-23,9.73473e-22,1.88735e-24,3.75390e-23,4.71297e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.22923e-26,1.01874e-24,1.75583e-27,3.84156e-26,4.51633e-26,4.71297e-23,1.06517e-21,2.07746e-24,4.29374e-23,5.02062e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.51633e-26,1.08518e-24,1.87924e-27,4.22923e-26,4.71200e-26,5.02062e-23,1.13162e-21,2.21849e-24,4.71297e-23,5.22858e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.71200e-26,1.13001e-24,1.96409e-27,4.51633e-26,4.82517e-26,5.22858e-23,1.17603e-21,2.31478e-24,5.02062e-23,5.34810e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.82517e-26,1.15573e-24,2.01349e-27,4.71200e-26,4.86218e-26,5.34810e-23,1.20134e-21,2.37053e-24,5.22858e-23,5.38702e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.86218e-26,1.16411e-24,2.02971e-27,4.82517e-26,4.82530e-26,5.38702e-23,1.20954e-21,2.38875e-24,5.34810e-23,5.34813e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.82530e-26,1.15576e-24,2.01356e-27,4.86218e-26,4.71225e-26,5.34813e-23,1.20134e-21,2.37054e-24,5.38702e-23,5.22863e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.71225e-26,1.13006e-24,1.96421e-27,4.82530e-26,4.51669e-26,5.22863e-23,1.17604e-21,2.31480e-24,5.34813e-23,5.02069e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.51669e-26,1.08525e-24,1.87942e-27,4.71225e-26,4.22970e-26,5.02069e-23,1.13163e-21,2.21853e-24,5.22863e-23,4.71306e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.22970e-26,1.01883e-24,1.75606e-27,4.51669e-26,3.84211e-26,4.71306e-23,1.06519e-21,2.07750e-24,5.02069e-23,4.29384e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.84211e-26,9.28120e-25,1.59108e-27,4.22970e-26,3.34753e-26,4.29384e-23,9.73493e-22,1.88741e-24,4.71306e-23,3.75401e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.34753e-26,8.11055e-25,1.38261e-27,3.84211e-26,2.74554e-26,3.75401e-23,8.53920e-22,1.64529e-24,4.29384e-23,3.09137e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.74554e-26,6.67083e-25,1.13115e-27,3.34753e-26,2.04435e-26,3.09137e-23,7.05431e-22,1.35107e-24,3.75401e-23,2.31397e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.04435e-26,4.97912e-25,8.40483e-28,2.74554e-26,1.26222e-26,2.31397e-23,5.29507e-22,1.00884e-24,3.09137e-23,1.44209e-23
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.26222e-26,3.07961e-25,5.18135e-28,2.04435e-26,4.26926e-27,1.44209e-23,3.30726e-22,6.27504e-25,2.31397e-23,5.10437e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.17950e-28,1.26183e-26,2.12894e-29,1.75039e-28,8.40226e-28,6.27470e-25,1.44202e-23,2.72527e-26,2.21580e-25,1.00879e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.40226e-28,2.04381e-26,3.45827e-29,5.17950e-28,1.13086e-27,1.00879e-24,2.31387e-23,4.38894e-26,6.27470e-25,1.35101e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.13086e-27,2.74494e-26,4.66318e-29,8.40226e-28,1.38232e-27,1.35101e-24,3.09126e-23,5.89048e-26,1.00879e-24,1.64523e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38232e-27,3.34693e-26,5.71269e-29,1.13086e-27,1.59080e-27,1.64523e-24,3.75390e-23,7.19108e-26,1.35101e-24,1.88735e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.59080e-27,3.84156e-26,6.58979e-29,1.38232e-27,1.75583e-27,1.88735e-24,4.29374e-23,8.27091e-26,1.64523e-24,2.07746e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.75583e-27,4.22923e-26,7.29000e-29,1.59080e-27,1.87924e-27,2.07746e-24,4.71297e-23,9.12690e-26,1.88735e-24,2.21849e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.87924e-27,4.51633e-26,7.81814e-29,1.75583e-27,1.96409e-27,2.21849e-24,5.02062e-23,9.76803e-26,2.07746e-24,2.31478e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.96409e-27,4.71200e-26,8.18403e-29,1.87924e-27,2.01349e-27,2.31478e-24,5.22858e-23,1.02094e-25,2.21849e-24,2.37053e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.01349e-27,4.82517e-26,8.39832e-29,1.96409e-27,2.02971e-27,2.37053e-24,5.34810e-23,1.04667e-25,2.31478e-24,2.38875e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.02971e-27,4.86218e-26,8.46888e-29,2.01349e-27,2.01356e-27,2.38875e-24,5.38702e-23,1.05511e-25,2.37053e-24,2.37054e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.01356e-27,4.82530e-26,8.39861e-29,2.02971e-27,1.96421e-27,2.37054e-24,5.34813e-23,1.04668e-25,2.38875e-24,2.31480e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.96421e-27,4.71225e-26,8.18463e-29,2.01356e-27,1.87942e-27,2.31480e-24,5.22863e-23,1.02096e-25,2.37054e-24,2.21853e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.87942e-27,4.51669e-26,7.81900e-29,1.96421e-27,1.75606e-27,2.21853e-24,5.02069e-23,9.76823e-26,2.31480e-24,2.07750e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.75606e-27,4.22970e-26,7.29111e-29,1.87942e-27,1.59108e-27,2.07750e-24,4.71306e-23,9.12715e-26,2.21853e-24,1.88741e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.59108e-27,3.84211e-26,6.59108e-29,1.75606e-27,1.38261e-27,1.88741e-24,4.29384e-23,8.27120e-26,2.07750e-24,1.64529e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38261e-27,3.34753e-26,5.71409e-29,1.59108e-27,1.13115e-27,1.64529e-24,3.75401e-23,7.19139e-26,1.88741e-24,1.35107e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.13115e-27,2.74554e-26,4.66456e-29,1.38261e-27,8.40483e-28,1.35107e-24,3.09137e-23,5.89077e-26,1.64529e-24,1.00884e-24
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.40483e-28,2.04435e-26,3.45948e-29,1.13115e-27,5.18135e-28,1.00884e-24,2.31397e-23,4.38919e-26,1.35107e-24,6.27504e-25
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.18135e-28,1.26222e-26,2.12981e-29,8.40483e-28,1.75110e-28,6.27504e-25,1.44209e-23,2.72543e-26,1.00884e-24,2.21593e-25
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.12894e-29,5.17950e-28,8.76117e-31,7.18958e-30,3.45827e-29,2.72527e-26,6.27470e-25,1.18167e-27,9.60361e-27,4.38894e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.45827e-29,8.40226e-28,1.42487e-30,2.12894e-29,4.66318e-29,4.38894e-26,1.00879e-24,1.90592e-27,2.72527e-26,5.89048e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.66318e-29,1.13086e-27,1.92448e-30,3.45827e-29,5.71269e-29,5.89048e-26,1.35101e-24,2.56284e-27,4.38894e-26,7.19108e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.71269e-29,1.38232e-27,2.36223e-30,4.66318e-29,6.58979e-29,7.19108e-26,1.64523e-24,3.13559e-27,5.89048e-26,8.27091e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.58979e-29,1.59080e-27,2.73062e-30,5.71269e-29,7.29000e-29,8.27091e-26,1.88735e-24,3.61481e-27,7.19108e-26,9.12690e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.29000e-29,1.75583e-27,3.02693e-30,6.58979e-29,7.81814e-29,9.12690e-26,2.07746e-24,3.99788e-27,8.27091e-26,9.76803e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.81814e-29,1.87924e-27,3.25209e-30,7.29000e-29,8.18403e-29,9.76803e-26,2.21849e-24,4.28719e-27,9.12690e-26,1.02094e-25
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.18403e-29,1.96409e-27,3.40911e-30,7.81814e-29,8.39832e-29,1.02094e-25,2.31478e-24,4.48785e-27,9.76803e-26,1.04667e-25
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.39832e-29,2.01349e-27,3.50153e-30,8.18403e-29,8.46888e-29,1.04667e-25,2.37053e-24,4.60545e-27,1.02094e-25,1.05511e-25
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.46888e-29,2.02971e-27,3.53205e-30,8.39832e-29,8.39861e-29,1.05511e-25,2.38875e-24,4.64415e-27,1.04667e-25,1.04668e-25
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.39861e-29,2.01356e-27,3.50167e-30,8.46888e-29,8.18463e-29,1.04668e-25,2.37054e-24,4.60549e-27,1.05511e-25,1.02096e-25
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.18463e-29,1.96421e-27,3.40939e-30,8.39861e-29,7.81900e-29,1.02096e-25,2.31480e-24,4.48792e-27,1.04668e-25,9.76823e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.81900e-29,1.87942e-27,3.25249e-30,8.18463e-29,7.29111e-29,9.76823e-26,2.21853e-24,4.28729e-27,1.02096e-25,9.12715e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.29111e-29,1.75606e-27,3.02744e-30,7.81900e-29,6.59108e-29,9.12715e-26,2.07750e-24,3.99801e-27,9.76823e-26,8.27120e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.59108e-29,1.59108e-27,2.73122e-30,7.29111e-29,5.71409e-29,8.27120e-26,1.88741e-24,3.61495e-27,9.12715e-26,7.19139e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.71409e-29,1.38261e-27,2.36288e-30,6.59108e-29,4.66456e-29,7.19139e-26,1.64529e-24,3.13574e-27,8.27120e-26,5.89077e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.66456e-29,1.13115e-27,1.92512e-30,5.71409e-29,3.45948e-29,5.89077e-26,1.35107e-24,2.56299e-27,7.19139e-26,4.38919e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.45948e-29,8.40483e-28,1.42542e-30,4.66456e-29,2.12981e-29,4.38919e-26,1.00884e-24,1.90605e-27,5.89077e-26,2.72543e-26
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.12981e-29,5.18135e-28,8.76513e-31,3.45948e-29,7.19285e-30,2.72543e-26,6.27504e-25,1.18176e-27,4.38919e-26,9.60429e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.76117e-31,2.12894e-29,3.60929e-32,2.95686e-31,1.42487e-30,1.18167e-27,2.72527e-26,5.11594e-29,4.15621e-28,1.90592e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.42487e-30,3.45827e-29,5.87612e-32,8.76117e-31,1.92448e-30,1.90592e-27,4.38894e-26,8.26260e-29,1.18167e-27,2.56284e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.92448e-30,4.66318e-29,7.94811e-32,1.42487e-30,2.36223e-30,2.56284e-27,5.89048e-26,1.11292e-28,1.90592e-27,3.13559e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.36223e-30,5.71269e-29,9.77298e-32,1.92448e-30,2.73062e-30,3.13559e-27,7.19108e-26,1.36429e-28,2.56284e-27,3.61481e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.73062e-30,6.58979e-29,1.13181e-31,2.36223e-30,3.02693e-30,3.61481e-27,8.27091e-26,1.57605e-28,3.13559e-27,3.99788e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.02693e-30,7.29000e-29,1.25691e-31,2.73062e-30,3.25209e-30,3.99788e-27,9.12690e-26,1.74657e-28,3.61481e-27,4.28719e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.25209e-30,7.81814e-29,1.35259e-31,3.02693e-30,3.40911e-30,4.28719e-27,9.76803e-26,1.87629e-28,3.99788e-27,4.48785e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.40911e-30,8.18403e-29,1.41970e-31,3.25209e-30,3.50153e-30,4.48785e-27,1.02094e-25,1.96683e-28,4.28719e-27,4.60545e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.50153e-30,8.39832e-29,1.45938e-31,3.40911e-30,3.53205e-30,4.60545e-27,1.04667e-25,2.02016e-28,4.48785e-27,4.64415e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.53205e-30,8.46888e-29,1.47251e-31,3.50153e-30,3.50167e-30,4.64415e-27,1.05511e-25,2.03775e-28,4.60545e-27,4.60549e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.50167e-30,8.39861e-29,1.45944e-31,3.53205e-30,3.40939e-30,4.60549e-27,1.04668e-25,2.02018e-28,4.64415e-27,4.48792e-27
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.40939e-30,8.18463e-29,1.41983e-31,3.50167e-30,3.25249e-30,4.48792e-27,1.02096e-25,1.96687e-28,4.60549e-27,4.28729e-27
